Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.13,0.1,0.08,0.11,0.1,0.09,0.13,0.09,0.08,0.04,0.05,0.05,0.03,0.02,0.02,0.03,0.01,0.04
ADGRE3,0.33,0.28,0.23,0.13,0.15,0.12,0.3,0.25,0.22,0.16,0.15,0.15,0.11,0.14,0.15,0.5,0.13,0.56
ADGRE5,0.42,0.44,0.38,0.23,0.25,0.24,0.4,0.42,0.34,0.3,0.28,0.28,0.08,0.08,0.12,0.55,0.31,0.57
CLEC17A,0.09,0.03,0.03,0.04,0.02,0.04,0.06,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03
DDX39A,0.1,0.07,0.05,0.07,0.06,0.03,0.1,0.04,0.05,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.04,0.03
DNAJB1,0.1,0.1,0.09,0.09,0.07,0.06,0.06,0.06,0.06,0.01,0.01,0.01,0.02,0.05,0.05,0.03,0.03,0.04
GIPC1,0.08,0.07,0.06,0.05,0.06,0.05,0.04,0,0,0.01,0,0,0.02,0.02,0.02,0.03,0.02,0.04
NDUFB7,0.0930232558139535,0.0975609756097561,0.0625,0.037037037037037,0.038961038961039,0.0140845070422535,0.0232558139534884,0.0365853658536585,0.0125,0,0,0,0,0,0,0.04,0.04,0.02
PKN1,0.11,0.1,0.06,0.12,0.1,0.07,0.11,0.1,0.06,0.01,0.03,0.03,0.01,0.02,0.02,0.03,0.01,0.08
PTGER1,0.11,0.07,0.06,0.07,0.07,0.08,0.1,0.07,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.01,0.04
TECR,0.222222222222222,0.202020202020202,0.202020202020202,0.131313131313131,0.0909090909090909,0.0808080808080808,0.212121212121212,0.191919191919192,0.171717171717172,0.101010101010101,0.111111111111111,0.111111111111111,0.08,0.07,0.06,0.27,0.2,0.26
ZNF333,0.14,0.1,0.1,0.1,0.09,0.07,0.13,0.09,0.09,0.01,0.01,0.01,0.02,0.06,0.04,0.03,0,0.04
