Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.16,0.03,0.02,0.21,0.13,0.13,0.15,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.03
ADGRE3,0.45,0.5,0.49,0.3,0.29,0.28,0.42,0.49,0.48,0.37,0.37,0.37,0.77,0.72,0.72,0.79,0.54,0.75
ADGRE5,0.56,0.6,0.6,0.35,0.32,0.31,0.56,0.59,0.6,0.47,0.47,0.47,0.85,0.85,0.86,0.86,0.62,0.89
CLEC17A,0.12,0.07,0.09,0.06,0.06,0.07,0.12,0.07,0.09,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.02
DDX39A,0.07,0.08,0.08,0.07,0.06,0.06,0.07,0.08,0.08,0.03,0.02,0.02,0.07,0.06,0.04,0.06,0.06,0.02
DNAJB1,0.14,0.11,0.11,0.1,0.05,0.04,0.12,0.1,0.1,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.04,0.03
GIPC1,0.12,0.07,0.07,0.06,0.07,0.05,0.11,0.06,0.06,0.05,0.05,0.05,0.03,0.03,0.02,0.02,0.04,0.04
NDUFB7,0.134020618556701,0.102040816326531,0.0824742268041237,0.0842105263157895,0.0618556701030928,0.0520833333333333,0.123711340206186,0.0408163265306122,0.0515463917525773,0.0408163265306122,0.0412371134020619,0.0412371134020619,0.03,0.02,0.02,0.01,0.04,0.03
PKN1,0.11,0.06,0.04,0.16,0.09,0.1,0.11,0.06,0.04,0.05,0.05,0.05,0.07,0.04,0.04,0.06,0.04,0.07
PTGER1,0.08,0.06,0.04,0.07,0.06,0.05,0.08,0.06,0.04,0.05,0.05,0.05,0.05,0.03,0.03,0.04,0.03,0.06
TECR,0.25,0.26,0.22,0.12,0.18,0.15,0.25,0.25,0.22,0.28,0.27,0.27,0.54,0.52,0.52,0.55,0.43,0.55
ZNF333,0.1,0.09,0.07,0.12,0.08,0.08,0.1,0.09,0.07,0.03,0.03,0.03,0.04,0.03,0.03,0.06,0.06,0.05
