Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.1,0.08,0.07,0.06,0.04,0.02,0.08,0.07,0.06,0.06,0.06,0.06,0.04,0.03,0.03,0,0,0.04
ADGRE3,0.27,0.26,0.24,0.16,0.11,0.1,0.25,0.23,0.21,0.11,0.1,0.1,0.03,0.03,0.03,0.26,0.1,0.28
ADGRE5,0.24,0.13,0.14,0.09,0.09,0.1,0.23,0.12,0.14,0.07,0.08,0.08,0.06,0.05,0.05,0.29,0.09,0.35
CLEC17A,0.17,0.1,0.1,0.11,0.08,0.08,0.13,0.08,0.08,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0,0.03
DDX39A,0.13,0.07,0.08,0.07,0.05,0.05,0.1,0.07,0.06,0.08,0.08,0.08,0.01,0.04,0.04,0.02,0.03,0
DNAJB1,0.09,0.09,0.1,0.05,0.02,0.03,0.05,0.07,0.07,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.03
GIPC1,0.11,0.06,0.06,0.1,0.0707070707070707,0.0606060606060606,0.11,0.06,0.06,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.05
NDUFB7,0.134831460674157,0.0898876404494382,0.0909090909090909,0.0493827160493827,0.0454545454545455,0.0459770114942529,0.0898876404494382,0.0337078651685393,0.0454545454545455,0.021505376344086,0.010989010989011,0.0111111111111111,0.02,0.01,0.01,0.03,0.02,0.02
PKN1,0.13,0.08,0.09,0.1,0.06,0.04,0.14,0.07,0.08,0.05,0.05,0.05,0.01,0.01,0.01,0.03,0.01,0.05
PTGER1,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.06,0.04,0.06
TECR,0.12,0.12,0.12,0.06,0.06,0.05,0.1,0.09,0.08,0.12,0.11,0.11,0.04,0.04,0.04,0.11,0.03,0.12
ZNF333,0.1,0.05,0.05,0.07,0.04,0.04,0.09,0.05,0.05,0.03,0.02,0.02,0.02,0.04,0.06,0.04,0.02,0.03
