Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.09,0.1,0.08,0.07,0.07,0.08,0.09,0.1,0.02,0.03,0.03,0.03,0.01,0.01,0.06,0.03,0.05
ADGRE3,0.37,0.28,0.32,0.16,0.16,0.15,0.35,0.26,0.3,0.23,0.23,0.23,0.13,0.07,0.08,0.49,0.2,0.54
ADGRE5,0.34,0.34,0.35,0.17,0.16,0.17,0.32,0.34,0.35,0.19,0.19,0.19,0.11,0.09,0.09,0.49,0.14,0.55
CLEC17A,0.08,0.07,0.07,0.08,0.04,0.04,0.06,0.04,0.05,0.02,0.02,0.02,0.05,0.02,0.01,0.05,0.02,0.06
DDX39A,0.08,0.06,0.06,0.03,0.04,0.03,0.06,0.05,0.04,0.05,0.05,0.05,0.03,0.02,0.02,0.02,0.02,0.03
DNAJB1,0.1,0.08,0.08,0.07,0.05,0.04,0.09,0.07,0.07,0.04,0.05,0.05,0.01,0,0,0.02,0,0.05
GIPC1,0.09,0.02,0.02,0.05,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.04
NDUFB7,0.10989010989011,0.0760869565217391,0.0652173913043478,0.0697674418604651,0.0449438202247191,0.0344827586206897,0.0659340659340659,0.0543478260869565,0.0326086956521739,0.0106382978723404,0.0106382978723404,0.0106382978723404,0.01,0.01,0.01,0.01,0.01,0.06
PKN1,0.07,0.04,0.04,0.04,0.05,0.05,0.07,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0,0.05
PTGER1,0.07,0.05,0.03,0.03,0.03,0.04,0.03,0.01,0.01,0.05,0.04,0.04,0.03,0.02,0.02,0.05,0.02,0.07
TECR,0.25,0.24,0.22,0.12,0.14,0.13,0.18,0.21,0.2,0.12,0.12,0.12,0.04,0.04,0.04,0.26,0.18,0.21
ZNF333,0.09,0.05,0.05,0.08,0.04,0.04,0.08,0.03,0.03,0.05,0.05,0.05,0.01,0.01,0.01,0,0,0.05
