Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.04,0.04,0.07,0.05,0.05,0.06,0.04,0.04,0.01,0.02,0.02,0,0,0,0.02,0,0.04
ADGRE3,0.2,0.2,0.2,0.09,0.06,0.07,0.17,0.17,0.16,0.11,0.12,0.12,0,0,0,0.21,0.01,0.32
ADGRE5,0.22,0.25,0.23,0.13,0.09,0.09,0.2,0.21,0.2,0.13,0.14,0.14,0,0,0,0.3,0.04,0.43
CLEC17A,0.1,0.08,0.08,0.08,0.04,0.04,0.06,0.05,0.06,0.02,0.02,0.02,0,0,0,0.02,0,0.04
DDX39A,0.09,0.04,0.04,0.05,0.03,0.03,0.06,0.03,0.03,0.02,0.03,0.03,0,0,0,0,0,0
DNAJB1,0.06,0.04,0.05,0,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,0.03,0.01,0.04
GIPC1,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0,0,0,0,0,0.02
NDUFB7,0.0813953488372093,0.0581395348837209,0.0714285714285714,0.0246913580246914,0.024390243902439,0.0384615384615385,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0
PKN1,0.05,0.04,0.04,0.07,0.02,0.02,0.05,0.05,0.04,0.04,0.04,0.04,0,0,0,0.01,0,0.05
PTGER1,0.05,0.05,0.05,0.01,0.02,0.03,0,0.03,0.03,0.01,0.01,0.01,0,0,0,0.01,0,0.04
TECR,0.15,0.17,0.16,0.01,0.03,0.03,0.08,0.06,0.07,0.07,0.05,0.05,0,0,0,0.12,0.02,0.15
ZNF333,0.06,0.03,0.03,0.04,0.05,0.05,0.03,0.01,0.01,0.05,0.05,0.05,0,0,0,0.01,0,0.04
