Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.07,0.02,0.02,0.07,0.09,0.07,0.07,0.02,0.02,0.03,0.04,0.04,0.03,0.02,0.01,0,0,0.02
ADGRE3,0.32,0.28,0.27,0.2,0.19,0.18,0.3,0.25,0.24,0.16,0.17,0.17,0.09,0.09,0.09,0.39,0.2,0.38
ADGRE5,0.29,0.28,0.28,0.18,0.16,0.16,0.29,0.28,0.25,0.29,0.3,0.3,0.08,0.09,0.09,0.56,0.2,0.62
CLEC17A,0.08,0.09,0.09,0.07,0.05,0.05,0.06,0.07,0.05,0.03,0.05,0.05,0.04,0.01,0.01,0.01,0,0.05
DDX39A,0,0.01,0,0.02,0,0,0,0,0,0.04,0.04,0.04,0.04,0.02,0.01,0.04,0.05,0.07
DNAJB1,0.1,0.07,0.07,0.03,0.03,0.04,0.06,0.04,0.04,0.01,0,0,0.02,0,0,0.02,0.02,0.02
GIPC1,0.08,0.06,0.07,0.02,0.02,0.02,0.04,0.04,0.05,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.03
NDUFB7,0.043956043956044,0.0222222222222222,0.0224719101123595,0.0229885057471264,0.0113636363636364,0.0114942528735632,0.021978021978022,0.0111111111111111,0.0112359550561798,0.010752688172043,0.0108695652173913,0.0108695652173913,0,0,0,0.05,0.03,0.06
PKN1,0.03,0.03,0.04,0.04,0.06,0.06,0.03,0.03,0.04,0.01,0.02,0.02,0.02,0,0,0.02,0.01,0.03
PTGER1,0.03,0.05,0.05,0.02,0.02,0.02,0.04,0.03,0.03,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01
TECR,0.26,0.24,0.23,0.11,0.1,0.1,0.19,0.18,0.18,0.12,0.11,0.11,0.06,0.02,0.01,0.16,0.11,0.21
ZNF333,0.07,0.04,0.04,0.06,0.03,0.02,0.06,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.02,0.02,0.01,0.04
