Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.06,0.07,0.03,0.07,0.07,0.07,0.05,0.06,0.04,0.05,0.05,0,0,0,0.04,0,0.07
ADGRE3,0.26,0.25,0.29,0.18,0.16,0.16,0.22,0.21,0.21,0.17,0.15,0.15,0,0,0,0.39,0.3,0.44
ADGRE5,0.15,0.16,0.16,0.06,0.13,0.11,0.13,0.14,0.14,0.16,0.16,0.16,0,0,0,0.35,0.3,0.39
CLEC17A,0.07,0.04,0.07,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0,0,0,0.04,0.04,0.07
DDX39A,0.08,0.06,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0,0,0,0.01,0.01,0.02
DNAJB1,0.09,0.07,0.09,0.04,0.06,0.06,0.05,0.01,0.02,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.02,0.05
GIPC1,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0,0,0,0.02,0.03,0.04
NDUFB7,0.0574712643678161,0.043010752688172,0.0425531914893617,0.0123456790123457,0.0108695652173913,0.010752688172043,0.0117647058823529,0.0111111111111111,0.010989010989011,0,0,0,0,0,0,0.03,0.03,0.03
PKN1,0.02,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0,0.01,0.01,0.02,0,0.07
PTGER1,0.05,0.02,0.03,0.01,0,0,0.03,0,0,0.01,0.01,0.01,0,0,0,0.01,0.02,0.01
TECR,0.16,0.17,0.16,0.07,0.07,0.07,0.09,0.07,0.07,0.05,0.05,0.05,0,0,0,0.21,0.18,0.24
ZNF333,0.04,0.01,0.03,0.03,0.02,0.02,0.04,0.01,0.01,0,0.01,0.01,0,0,0,0.03,0.01,0.06
