Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.09,0.05,0.07,0.06,0.04,0.05,0.09,0.04,0.06,0.04,0.04,0.04,0.03,0.01,0.01,0.06,0.03,0.07
ADGRE3,0.33,0.38,0.4,0.27,0.27,0.25,0.3,0.36,0.37,0.25,0.25,0.25,0.12,0.1,0.1,0.54,0.35,0.52
ADGRE5,0.39,0.34,0.37,0.21,0.21,0.22,0.36,0.33,0.35,0.2,0.21,0.21,0.08,0.09,0.08,0.55,0.35,0.56
CLEC17A,0.08,0.06,0.06,0.06,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.01,0,0.01,0.01,0.02,0.02,0.01
DDX39A,0.05,0.06,0.06,0.04,0.01,0.01,0.03,0.04,0.04,0.03,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02
DNAJB1,0.13,0.09,0.12,0.08,0.08,0.09,0.06,0.05,0.07,0.05,0.05,0.05,0,0.01,0.01,0.01,0.02,0.01
GIPC1,0.05,0.04,0.03,0.06,0.04,0.03,0.05,0.04,0.03,0.07,0.08,0.08,0,0,0,0.02,0.02,0.03
NDUFB7,0.0555555555555556,0.0543478260869565,0.0631578947368421,0.0232558139534884,0.0434782608695652,0.0526315789473684,0.0222222222222222,0.0434782608695652,0.0526315789473684,0.0416666666666667,0.0421052631578947,0.0416666666666667,0,0,0,0.04,0.02,0.07
PKN1,0.02,0.02,0.02,0.05,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0,0.02,0.02,0.02,0.02,0.02
PTGER1,0.05,0.01,0.01,0.02,0.03,0.03,0.05,0.01,0.01,0.04,0.04,0.04,0.03,0.03,0.04,0,0.01,0.02
TECR,0.15,0.11,0.14,0.08,0.04,0.07,0.14,0.08,0.1,0.07,0.07,0.07,0.09,0.08,0.05,0.35,0.3,0.32
ZNF333,0.09,0.03,0.03,0.07,0.01,0.01,0.09,0.03,0.03,0,0.01,0.01,0.01,0.01,0.01,0,0,0
