Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.17,0.14,0.13,0.16,0.12,0.12,0.17,0.13,0.13,0.02,0.01,0.01,0,0,0,0.02,0,0.07
ADGRE3,0.54,0.53,0.5,0.32,0.27,0.24,0.53,0.53,0.5,0.1,0.09,0.09,0,0,0,0.1,0,0.25
ADGRE5,0.61,0.6,0.6,0.32,0.33,0.3,0.61,0.59,0.6,0.08,0.06,0.06,0.02,0,0,0.25,0,0.42
CLEC17A,0.09,0.08,0.07,0.06,0.03,0.04,0.09,0.08,0.06,0,0,0,0,0,0,0.01,0.01,0.05
DDX39A,0.11,0.06,0.05,0.09,0.04,0.03,0.11,0.06,0.05,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0.04
DNAJB1,0.11,0.06,0.05,0.09,0.03,0.03,0.11,0.05,0.05,0,0,0,0,0,0,0.01,0,0.04
GIPC1,0.08,0.06,0.07,0.06,0.05,0.05,0.08,0.06,0.07,0.01,0.02,0.02,0.02,0,0,0,0,0.02
NDUFB7,0.179775280898876,0.10752688172043,0.0967741935483871,0.116279069767442,0.0659340659340659,0.0769230769230769,0.146067415730337,0.0752688172043011,0.0752688172043011,0.0224719101123595,0.010752688172043,0.010752688172043,0,0,0,0.02,0.02,0.05
PKN1,0.18,0.16,0.15,0.15,0.13,0.12,0.18,0.16,0.15,0,0,0,0,0.01,0.01,0,0,0.04
PTGER1,0.1,0.04,0.03,0.05,0.05,0.04,0.09,0.03,0.02,0,0,0,0,0,0,0.01,0,0.02
TECR,0.27,0.28,0.26,0.14,0.14,0.15,0.26,0.27,0.26,0.01,0.01,0.01,0.01,0,0,0.01,0,0.08
ZNF333,0.07,0.08,0.08,0.11,0.08,0.09,0.06,0.07,0.08,0.01,0.01,0.01,0.01,0,0,0,0,0.02
