Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.12,0.06,0.07,0.17,0.06,0.06,0.12,0.06,0.07,0.08,0.08,0.08,0.06,0.04,0.04,0.03,0.04,0.08
ADGRE3,0.42,0.5,0.49,0.32,0.29,0.28,0.42,0.49,0.47,0.35,0.34,0.34,0.69,0.72,0.72,0.72,0.52,0.76
ADGRE5,0.59,0.46,0.45,0.35,0.28,0.28,0.59,0.46,0.45,0.38,0.37,0.37,0.77,0.81,0.79,0.77,0.53,0.79
CLEC17A,0.19,0.1,0.08,0.12,0.11,0.12,0.18,0.09,0.07,0.03,0.03,0.03,0.05,0.06,0.06,0.06,0.03,0.04
DDX39A,0.13,0.08,0.09,0.09,0.03,0.03,0.13,0.07,0.08,0.03,0.03,0.03,0,0.01,0.01,0.03,0.02,0.03
DNAJB1,0.18,0.02,0.02,0.15,0.04,0.04,0.17,0.02,0.02,0.06,0.06,0.06,0.01,0.03,0.03,0.04,0.01,0.05
GIPC1,0.17,0.07,0.07,0.13,0.06,0.05,0.17,0.07,0.07,0,0,0,0.03,0.02,0.02,0.04,0.03,0.04
NDUFB7,0.157894736842105,0.126315789473684,0.126315789473684,0.108695652173913,0.0851063829787234,0.0851063829787234,0.0947368421052632,0.0842105263157895,0.0842105263157895,0.0212765957446809,0.0208333333333333,0.0208333333333333,0.04,0.06,0.06,0.06,0.07,0.01
PKN1,0.18,0.08,0.08,0.18,0.04,0.04,0.18,0.08,0.08,0.04,0.05,0.05,0.03,0.01,0.01,0.03,0.02,0.05
PTGER1,0.13,0.07,0.07,0.09,0.04,0.02,0.12,0.07,0.07,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.02,0.05
TECR,0.26,0.3,0.3,0.15,0.19,0.21,0.24,0.27,0.28,0.17,0.18,0.18,0.44,0.46,0.46,0.49,0.37,0.47
ZNF333,0.14,0.06,0.06,0.18,0.08,0.1,0.14,0.06,0.06,0.01,0.01,0.01,0.06,0.04,0.05,0.02,0.04,0.04
