Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.11,0.06,0.06,0.06,0.04,0.04,0.09,0.05,0.06,0.02,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.02
ADGRE3,0.43,0.39,0.42,0.23,0.16,0.17,0.37,0.33,0.38,0.2,0.2,0.2,0.18,0.16,0.16,0.56,0.37,0.56
ADGRE5,0.36,0.31,0.35,0.18,0.17,0.19,0.34,0.28,0.33,0.26,0.27,0.27,0.15,0.15,0.11,0.59,0.34,0.64
CLEC17A,0.06,0.04,0.05,0.04,0.03,0.03,0.05,0.02,0.03,0.02,0.02,0.02,0.04,0.03,0.04,0.03,0.05,0.04
DDX39A,0.07,0.06,0.06,0.07,0.06,0.04,0.07,0.05,0.06,0.01,0.01,0.01,0,0,0.01,0.01,0.02,0.04
DNAJB1,0.07,0.05,0.04,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.04,0.02,0.01,0.01,0.05,0.02,0.06
GIPC1,0.08,0.03,0.02,0.06,0.03,0.03,0.07,0.02,0.01,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.06
NDUFB7,0.132530120481928,0.0833333333333333,0.0919540229885057,0.0975609756097561,0.0476190476190476,0.0459770114942529,0.0481927710843374,0.0238095238095238,0.0229885057471264,0,0,0,0.01,0,0.01,0.02,0,0.04
PKN1,0.13,0.05,0.08,0.09,0.07,0.08,0.12,0.06,0.08,0.03,0.03,0.03,0.01,0,0,0.05,0.03,0.09
PTGER1,0.07,0.01,0.02,0.04,0,0,0.05,0,0,0.02,0.02,0.02,0.01,0,0,0,0.01,0.02
TECR,0.222222222222222,0.222222222222222,0.252525252525253,0.131313131313131,0.111111111111111,0.121212121212121,0.151515151515152,0.131313131313131,0.151515151515152,0.12,0.121212121212121,0.121212121212121,0.1,0.09,0.08,0.2,0.18,0.2
ZNF333,0.07,0.06,0.06,0.04,0.05,0.05,0.07,0.06,0.06,0.04,0.04,0.04,0,0.02,0.03,0.01,0.02,0.03
