Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.03,0.04,0.04,0.01,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.03,0,0.01,0.01,0.02,0,0.03
ADGRE3,0.4,0.31,0.31,0.25,0.15,0.14,0.39,0.27,0.28,0.21,0.19,0.19,0.09,0.11,0.11,0.46,0.19,0.41
ADGRE5,0.47,0.33,0.34,0.19,0.17,0.16,0.44,0.28,0.28,0.22,0.2,0.2,0.11,0.12,0.12,0.37,0.16,0.45
CLEC17A,0.06,0.04,0.04,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.02,0.04
DDX39A,0.03,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.04,0.01,0.07
DNAJB1,0.05,0.07,0.07,0.06,0.06,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.02,0.02,0.02,0.05,0.03,0.06
GIPC1,0.07,0.07,0.07,0.08,0.06,0.06,0.06,0.05,0.05,0.01,0.02,0.02,0.01,0,0,0.04,0.02,0.01
NDUFB7,0.0638297872340425,0.0860215053763441,0.0860215053763441,0.0106382978723404,0.010989010989011,0.0217391304347826,0.0106382978723404,0.032258064516129,0.032258064516129,0,0,0,0,0,0,0.01,0,0.02
PKN1,0.07,0.06,0.06,0.05,0.04,0.05,0.07,0.04,0.04,0.02,0.03,0.03,0.01,0,0,0.02,0.01,0.03
PTGER1,0.1,0.07,0.06,0.06,0.03,0.03,0.08,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.03
TECR,0.2,0.16,0.16,0.1,0.11,0.11,0.12,0.1,0.1,0.07,0.08,0.08,0.04,0.04,0.04,0.25,0.1,0.24
ZNF333,0.11,0.08,0.09,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.05,0.02,0.04,0.04,0.01,0,0.05
