Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.01,0.01,0.09,0.01,0.01,0.08,0.01,0.01,0.04,0.06,0.06,0.03,0.05,0.05,0.03,0.01,0.04
ADGRE3,0.35,0.26,0.28,0.2,0.15,0.15,0.33,0.22,0.24,0.15,0.15,0.15,0.07,0.06,0.02,0.33,0.14,0.42
ADGRE5,0.31,0.31,0.34,0.21,0.15,0.16,0.31,0.27,0.31,0.18,0.17,0.17,0.04,0.05,0.03,0.48,0.18,0.58
CLEC17A,0.08,0.02,0.04,0.06,0.01,0.01,0.07,0.02,0.02,0.05,0.05,0.05,0,0,0,0.02,0,0.02
DDX39A,0.11,0.06,0.07,0.1,0.08,0.1,0.08,0.04,0.05,0.03,0.03,0.03,0.02,0.01,0.01,0.03,0.01,0.03
DNAJB1,0.11,0.08,0.06,0.09,0.04,0.04,0.09,0.06,0.05,0.03,0.02,0.02,0.01,0.02,0.02,0.05,0.02,0.04
GIPC1,0.1,0.05,0.04,0.04,0.04,0.05,0.07,0.03,0.02,0.04,0.04,0.04,0.03,0.03,0.03,0.01,0.02,0.03
NDUFB7,0.0898876404494382,0.0568181818181818,0.032967032967033,0.103448275862069,0.0232558139534884,0.0222222222222222,0.0337078651685393,0.0113636363636364,0.010989010989011,0.010752688172043,0.0111111111111111,0.010989010989011,0.01,0.01,0.01,0.06,0.02,0.06
PKN1,0.13,0.07,0.07,0.1,0.05,0.06,0.12,0.06,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01
PTGER1,0.08,0.03,0.03,0.05,0.01,0.01,0.06,0.01,0.03,0.06,0.06,0.06,0.03,0.03,0.03,0.08,0.05,0.09
TECR,0.21,0.12,0.14,0.11,0.07,0.06,0.17,0.07,0.07,0.07,0.07,0.07,0.03,0.04,0.04,0.23,0.11,0.22
ZNF333,0.06,0.04,0.03,0.08,0.04,0.05,0.07,0.04,0.02,0.04,0.04,0.04,0.01,0.02,0.02,0.01,0,0.04
