Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.1,0.07,0.07,0.1,0.03,0.03,0.1,0.07,0.06,0.01,0.02,0.02,0.02,0.03,0.05,0.03,0.02,0.04
ADGRE3,0.37,0.33,0.35,0.25,0.17,0.17,0.37,0.33,0.35,0.17,0.16,0.16,0.25,0.24,0.18,0.4,0.14,0.47
ADGRE5,0.48,0.47,0.49,0.3,0.23,0.25,0.46,0.43,0.49,0.26,0.27,0.27,0.36,0.36,0.15,0.56,0.14,0.68
CLEC17A,0.14,0.05,0.05,0.09,0.04,0.04,0.13,0.02,0.04,0.04,0.03,0.03,0.05,0.06,0.06,0.04,0.03,0.09
DDX39A,0.1,0.05,0.05,0.07,0.04,0.05,0.07,0.04,0.05,0.03,0.03,0.03,0.04,0.05,0.05,0.02,0.02,0.04
DNAJB1,0.06,0.04,0.05,0.05,0.03,0.04,0.06,0.04,0.05,0,0,0,0.01,0.01,0.02,0.01,0,0.01
GIPC1,0.03,0.01,0.01,0.04,0.02,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.06,0.04,0.02,0.04
NDUFB7,0.160919540229885,0.0681818181818182,0.0674157303370786,0.13953488372093,0.0454545454545455,0.0561797752808989,0.0804597701149425,0.0340909090909091,0.0337078651685393,0.0113636363636364,0.0112359550561798,0.0111111111111111,0.04,0.04,0.04,0.04,0.06,0.02
PKN1,0.13,0.1,0.1,0.12,0.11,0.11,0.12,0.1,0.1,0.07,0.05,0.05,0.05,0.04,0.03,0.03,0.01,0.08
PTGER1,0.14,0.04,0.05,0.1,0.02,0.02,0.12,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.06,0.02
TECR,0.323232323232323,0.252525252525253,0.272727272727273,0.171717171717172,0.101010101010101,0.111111111111111,0.272727272727273,0.161616161616162,0.202020202020202,0.11,0.11,0.11,0.08,0.07,0.02,0.16,0.1,0.25
ZNF333,0.08,0.04,0.06,0.03,0.06,0.07,0.07,0.03,0.04,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01
