Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.15,0.04,0.04,0.11,0.06,0.06,0.14,0.04,0.04,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01
ADGRE3,0.13,0.09,0.08,0.08,0.11,0.11,0.1,0.06,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.11,0.06,0.15
ADGRE5,0.16,0.17,0.17,0.13,0.09,0.09,0.15,0.15,0.16,0.07,0.07,0.07,0.04,0.03,0.03,0.13,0.07,0.13
CLEC17A,0.07,0.05,0.05,0.08,0.03,0.03,0.06,0.03,0.03,0.02,0.02,0.02,0.01,0,0,0.01,0.02,0.02
DDX39A,0.05,0.05,0.05,0.04,0,0,0.05,0.05,0.05,0.01,0.02,0.02,0,0,0,0.02,0.03,0.03
DNAJB1,0.15,0.1,0.1,0.07,0.07,0.08,0.11,0.08,0.08,0.05,0.05,0.05,0.01,0,0,0.04,0.01,0.06
GIPC1,0.11,0.11,0.11,0.07,0.07,0.07,0.09,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.01
NDUFB7,0.0898876404494382,0.111111111111111,0.111111111111111,0.0568181818181818,0.0344827586206897,0.0454545454545455,0.0224719101123595,0.0227272727272727,0.0227272727272727,0,0,0,0,0,0,0.04,0.02,0.01
PKN1,0.11,0.09,0.09,0.03,0.05,0.05,0.1,0.07,0.07,0.03,0.04,0.04,0,0,0.01,0.02,0.01,0.03
PTGER1,0.08,0.03,0.03,0.05,0.04,0.04,0.05,0.02,0.02,0.03,0.03,0.03,0,0,0,0.02,0.02,0.03
TECR,0.11,0.1,0.1,0.1,0.06,0.06,0.06,0.05,0.05,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.07
ZNF333,0.07,0.03,0.03,0.02,0.02,0.02,0.06,0.03,0.03,0.04,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01
