Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.07,0.04,0.04,0.06,0.06,0.06,0.06,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03
ADGRE3,0.39,0.34,0.34,0.21,0.16,0.17,0.36,0.28,0.29,0.19,0.17,0.17,0.09,0.09,0.09,0.41,0.18,0.51
ADGRE5,0.41,0.35,0.36,0.14,0.16,0.16,0.39,0.32,0.32,0.18,0.19,0.19,0.1,0.09,0.09,0.51,0.18,0.52
CLEC17A,0.1,0.06,0.05,0.07,0.06,0.05,0.04,0.02,0.02,0.01,0,0,0.01,0.01,0.01,0,0.02,0.02
DDX39A,0.03,0.04,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.04,0.03,0.03
DNAJB1,0.07,0.05,0.05,0.07,0.06,0.06,0.06,0.05,0.05,0,0,0,0,0,0,0.01,0,0.01
GIPC1,0.06,0.03,0.03,0.04,0.03,0.02,0.05,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.01,0.04
NDUFB7,0.0531914893617021,0.010752688172043,0.010752688172043,0.032258064516129,0.0112359550561798,0.0112359550561798,0.0212765957446809,0,0,0.0104166666666667,0.0106382978723404,0.0106382978723404,0.01,0.01,0.01,0.02,0.02,0
PKN1,0.04,0.03,0.03,0.04,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0,0,0.02,0.02,0.02
PTGER1,0.08,0.07,0.08,0.06,0.04,0.05,0.06,0.06,0.07,0.04,0.04,0.04,0.01,0.02,0.02,0.04,0.03,0.08
TECR,0.2,0.19,0.18,0.09,0.1,0.1,0.1,0.1,0.09,0.05,0.05,0.05,0.07,0.05,0.05,0.23,0.14,0.22
ZNF333,0.09,0.04,0.04,0.09,0.06,0.05,0.07,0.04,0.04,0.04,0.04,0.04,0.03,0.01,0.02,0.04,0.02,0.04
