Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.04,0.04,0.05,0.02,0.04,0.05,0.02,0.02,0.01,0.01,0.01,0,0,0,0.03,0.01,0.03
ADGRE3,0.22,0.17,0.17,0.12,0.08,0.09,0.17,0.11,0.12,0.14,0.15,0.15,0,0,0,0.25,0.26,0.35
ADGRE5,0.17,0.2,0.2,0.1,0.09,0.09,0.17,0.14,0.17,0.17,0.16,0.16,0,0,0,0.37,0.25,0.41
CLEC17A,0.06,0.05,0.05,0.05,0.03,0.04,0.02,0.01,0.02,0.02,0.02,0.02,0,0,0,0.01,0,0.02
DDX39A,0.06,0.04,0.04,0.05,0.01,0.01,0.03,0.02,0.02,0.01,0.01,0.01,0,0,0,0,0,0.01
DNAJB1,0.08,0.05,0.06,0.06,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0,0,0,0.04,0.01,0.04
GIPC1,0.05,0.06,0.06,0.04,0.04,0.04,0.02,0.03,0.03,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0.02,0.01,0.06
NDUFB7,0.0813953488372093,0.0232558139534884,0.0340909090909091,0.0581395348837209,0.0116279069767442,0.0113636363636364,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
PKN1,0.09,0.04,0.04,0.05,0.05,0.06,0.06,0.04,0.02,0.02,0.01,0.01,0,0,0,0.03,0,0.05
PTGER1,0.08,0.06,0.06,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,0.04,0.02,0.05
TECR,0.141414141414141,0.111111111111111,0.101010101010101,0.0909090909090909,0.0202020202020202,0.0202020202020202,0.0707070707070707,0.0404040404040404,0.0404040404040404,0.03,0.03,0.03,0,0,0,0.19,0.19,0.19
ZNF333,0.07,0.07,0.09,0.04,0.06,0.05,0.04,0.04,0.05,0.01,0.01,0.01,0,0,0,0,0,0.03
