Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.03,0.03,0.07,0.04,0.05,0.08,0.03,0.03,0.04,0.03,0.03,0.01,0,0.01,0.03,0,0.03
ADGRE3,0.32,0.25,0.27,0.18,0.15,0.14,0.31,0.23,0.25,0.04,0.05,0.05,0.01,0.02,0.01,0.22,0.01,0.25
ADGRE5,0.28,0.24,0.28,0.18,0.13,0.15,0.25,0.17,0.26,0.1,0.12,0.12,0.05,0.06,0.03,0.29,0,0.44
CLEC17A,0.122448979591837,0.06,0.07,0.0408163265306122,0.05,0.04,0.0918367346938776,0.03,0.04,0.0303030303030303,0.03,0.03,0.01,0.02,0.02,0.02,0.03,0.01
DDX39A,0.04,0.03,0.02,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0,0.03,0,0.05
DNAJB1,0.13,0.05,0.05,0.05,0.02,0.02,0.11,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03
GIPC1,0.1,0.05,0.07,0.06,0.04,0.05,0.06,0.05,0.06,0.03,0.03,0.03,0,0.01,0.01,0.05,0.03,0.09
NDUFB7,0.134328358208955,0.101449275362319,0.125,0.0555555555555556,0.0526315789473684,0.05,0.0298507462686567,0,0,0,0,0,0,0,0,0.01,0.03,0.02
PKN1,0.12,0.07,0.1,0.12,0.04,0.05,0.12,0.07,0.09,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0,0.07
PTGER1,0.08,0.07,0.06,0.06,0.0404040404040404,0.04,0.08,0.04,0.04,0.01,0.01,0.01,0,0.01,0.01,0.03,0.03,0.04
TECR,0.214285714285714,0.145833333333333,0.144329896907216,0.13265306122449,0.0625,0.0721649484536082,0.183673469387755,0.09375,0.103092783505155,0.0505050505050505,0.0412371134020619,0.0408163265306122,0,0,0,0.08,0.01,0.13
ZNF333,0.06,0.08,0.04,0.11,0.03,0.04,0.06,0.05,0.05,0.06,0.07,0.07,0,0,0,0.03,0,0.07
