Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.14,0.09,0.09,0.08,0.06,0.07,0.1,0.07,0.07,0.02,0.02,0.02,0,0,0,0.01,0,0.03
ADGRE3,0.2,0.16,0.16,0.12,0.07,0.07,0.14,0.1,0.1,0.07,0.11,0.11,0,0,0,0.24,0.04,0.3
ADGRE5,0.19,0.18,0.17,0.11,0.09,0.09,0.16,0.1,0.09,0.11,0.11,0.11,0,0,0,0.2,0.02,0.29
CLEC17A,0.14,0.09,0.1,0.09,0.06,0.06,0.07,0.06,0.06,0.02,0.02,0.02,0,0,0,0.04,0,0.04
DDX39A,0.1,0.07,0.08,0.05,0.06,0.06,0.04,0.04,0.04,0.02,0.01,0.01,0,0,0,0.03,0,0.04
DNAJB1,0.07,0.08,0.08,0.02,0.04,0.04,0.01,0.0101010101010101,0,0,0.0101010101010101,0.0101010101010101,0,0,0,0.01,0,0.02
GIPC1,0.09,0.04,0.04,0.05,0.05,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0,0,0,0.02,0,0.02
NDUFB7,0.0337078651685393,0.0652173913043478,0.0652173913043478,0.0232558139534884,0.0222222222222222,0.032967032967033,0.0119047619047619,0.0352941176470588,0.0352941176470588,0,0,0,0,0,0,0.01,0,0
PKN1,0.09,0.05,0.03,0.07,0.04,0.04,0.08,0.02,0.02,0,0,0,0,0,0,0.01,0,0.01
PTGER1,0.03,0.04,0.04,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0,0,0,0.01,0.01,0.01
TECR,0.14,0.14,0.14,0.06,0.07,0.08,0.04,0.04,0.04,0.03,0.03,0.03,0,0,0,0.1,0,0.15
ZNF333,0.12,0.1,0.11,0.12,0.07,0.07,0.1,0.08,0.08,0.03,0.03,0.03,0,0,0,0,0,0.02
