Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.14,0.09,0.09,0.15,0.14,0.13,0.14,0.09,0.09,0.04,0.03,0.03,0.04,0.04,0.05,0.03,0,0.06
ADGRE3,0.5,0.45,0.47,0.35,0.34,0.34,0.49,0.45,0.46,0.11,0.12,0.12,0.06,0.08,0.07,0.27,0,0.43
ADGRE5,0.47,0.55,0.55,0.31,0.34,0.34,0.47,0.54,0.55,0.13,0.14,0.14,0.07,0.03,0.03,0.33,0,0.48
CLEC17A,0.13,0.06,0.06,0.08,0.04,0.04,0.13,0.05,0.06,0.01,0.01,0.01,0.03,0.02,0.02,0.04,0.01,0.08
DDX39A,0.15,0.08,0.07,0.16,0.06,0.07,0.15,0.08,0.07,0.02,0.02,0.02,0.01,0.01,0.01,0.05,0.01,0.07
DNAJB1,0.17,0.1,0.1,0.12,0.04,0.04,0.16,0.09,0.09,0.04,0.04,0.04,0.03,0.02,0.02,0.05,0.03,0.06
GIPC1,0.15,0.05,0.06,0.11,0.01,0.03,0.14,0.04,0.05,0,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01
NDUFB7,0.161290322580645,0.0978260869565217,0.0967741935483871,0.10752688172043,0.0549450549450549,0.0543478260869565,0.139784946236559,0.0652173913043478,0.0645161290322581,0.010752688172043,0.0108695652173913,0.010752688172043,0,0,0,0.04,0.03,0.06
PKN1,0.09,0.08,0.09,0.12,0.14,0.14,0.09,0.07,0.08,0.03,0.01,0.01,0.05,0.04,0.05,0.01,0,0.02
PTGER1,0.2,0.07,0.07,0.16,0.06,0.06,0.18,0.07,0.07,0.01,0.01,0.01,0.02,0,0,0.01,0,0.03
TECR,0.44,0.35,0.35,0.31,0.19,0.17,0.42,0.32,0.33,0.1,0.08,0.08,0.01,0.01,0.01,0.04,0.01,0.11
ZNF333,0.15,0.12,0.12,0.2,0.14,0.13,0.15,0.1,0.11,0,0.02,0.02,0.03,0.05,0.05,0.02,0,0.05
