Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.07,0.04,0.04,0.05,0.06,0.05,0.06,0.03,0.04,0.02,0.02,0.02,0,0,0,0.02,0,0.03
ADGRE3,0.3,0.18,0.24,0.17,0.1,0.12,0.27,0.18,0.22,0.07,0.09,0.09,0,0,0,0.12,0,0.23
ADGRE5,0.4,0.31,0.35,0.17,0.17,0.18,0.39,0.29,0.32,0.05,0.05,0.05,0,0,0,0.25,0,0.37
CLEC17A,0.102040816326531,0.0606060606060606,0.0505050505050505,0.0510204081632653,0.0404040404040404,0.0505050505050505,0.0612244897959184,0.0404040404040404,0.0404040404040404,0.0102040816326531,0.0101010101010101,0.0101010101010101,0,0,0,0,0,0.03
DDX39A,0.11,0.12,0.1,0.06,0.04,0.05,0.08,0.08,0.09,0.01,0.01,0.01,0,0,0,0.02,0.02,0.03
DNAJB1,0.122448979591837,0.0612244897959184,0.08,0.0816326530612245,0.0408163265306122,0.05,0.102040816326531,0.0510204081632653,0.05,0.0306122448979592,0.0202020202020202,0.02,0,0,0,0.01,0.01,0.02
GIPC1,0.08,0.0909090909090909,0.0909090909090909,0.07,0.0202020202020202,0.0303030303030303,0.06,0.0303030303030303,0.0404040404040404,0,0,0,0,0,0,0.02,0,0.04
NDUFB7,0.155844155844156,0.126760563380282,0.133333333333333,0.0625,0.0357142857142857,0.046875,0.0649350649350649,0.0563380281690141,0.0533333333333333,0.0128205128205128,0,0,0,0,0,0,0,0.04
PKN1,0.09,0.03,0.08,0.07,0.03,0.04,0.08,0.02,0.05,0.02,0.02,0.02,0,0,0,0,0,0.02
PTGER1,0.0808080808080808,0.0707070707070707,0.0505050505050505,0.0505050505050505,0.0101010101010101,0.0202020202020202,0.0808080808080808,0.0404040404040404,0.0505050505050505,0,0,0,0,0,0,0.04,0.03,0.06
TECR,0.273684210526316,0.185567010309278,0.202020202020202,0.126315789473684,0.164948453608247,0.151515151515152,0.168421052631579,0.0824742268041237,0.0808080808080808,0.0631578947368421,0.0306122448979592,0.03,0,0,0,0,0,0.04
ZNF333,0.06,0.03,0.03,0.05,0.02,0.02,0.06,0.02,0.03,0.02,0.02,0.02,0,0,0,0.02,0,0.05
