Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.11,0.07,0.07,0.09,0.04,0.04,0.1,0.07,0.07,0.04,0.04,0.04,0.02,0.03,0.03,0,0,0.03
ADGRE3,0.41,0.39,0.39,0.25,0.23,0.23,0.4,0.38,0.37,0.21,0.21,0.21,0.49,0.46,0.46,0.61,0.37,0.65
ADGRE5,0.37,0.33,0.31,0.19,0.17,0.18,0.36,0.31,0.31,0.26,0.28,0.28,0.43,0.47,0.46,0.62,0.36,0.65
CLEC17A,0.15,0.09,0.09,0.11,0.06,0.06,0.13,0.07,0.07,0.02,0.02,0.02,0.04,0.03,0.03,0.03,0.03,0.03
DDX39A,0.09,0.02,0.02,0.04,0.01,0.01,0.09,0.02,0.02,0.04,0.03,0.03,0,0.02,0.02,0.02,0.01,0.02
DNAJB1,0.09,0.05,0.05,0.08,0.05,0.05,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.05,0.05,0.02,0.02,0.03
GIPC1,0.13,0.14,0.14,0.1,0.08,0.09,0.13,0.11,0.11,0.03,0.03,0.03,0.01,0.01,0.01,0.03,0.01,0.02
NDUFB7,0.0947368421052632,0.0721649484536082,0.0721649484536082,0.0638297872340425,0.0444444444444444,0.032967032967033,0.0421052631578947,0.0103092783505155,0.0103092783505155,0,0,0,0.01,0.02,0.01,0.04,0.02,0.03
PKN1,0.11,0.09,0.1,0.13,0.09,0.09,0.1,0.09,0.1,0.05,0.06,0.06,0.03,0.04,0.04,0.01,0.01,0
PTGER1,0.14,0.07,0.08,0.08,0.05,0.05,0.14,0.07,0.08,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.02
TECR,0.35,0.23,0.22,0.18,0.13,0.14,0.32,0.18,0.19,0.15,0.16,0.16,0.17,0.19,0.19,0.3,0.14,0.36
ZNF333,0.17,0.09,0.07,0.16,0.08,0.09,0.16,0.1,0.09,0.01,0.02,0.02,0.02,0.01,0.01,0,0.01,0.01
