Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.12,0.05,0.07,0.1,0.05,0.05,0.12,0.07,0.07,0.05,0.06,0.06,0.02,0.01,0.01,0.03,0.01,0.04
ADGRE3,0.36,0.37,0.36,0.18,0.16,0.15,0.31,0.33,0.34,0.21,0.2,0.2,0.13,0.1,0.1,0.42,0.19,0.5
ADGRE5,0.41,0.38,0.37,0.22,0.21,0.21,0.4,0.36,0.36,0.19,0.21,0.21,0.11,0.11,0.1,0.45,0.21,0.53
CLEC17A,0.15,0.08,0.08,0.09,0.05,0.05,0.09,0.04,0.04,0.01,0.01,0.01,0,0,0,0.04,0.02,0.06
DDX39A,0.11,0.12,0.12,0.07,0.07,0.07,0.09,0.08,0.08,0.04,0.04,0.04,0,0.01,0.01,0.05,0.04,0.05
DNAJB1,0.08,0.05,0.05,0.05,0.02,0.02,0.06,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.03
GIPC1,0.0606060606060606,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0404040404040404,0.0404040404040404,0.0404040404040404,0.0202020202020202,0.0202020202020202,0.01,0.01,0.01,0,0.01,0.01,0,0,0.01
NDUFB7,0.0824742268041237,0.032258064516129,0.032258064516129,0.0206185567010309,0,0,0.0309278350515464,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01
PKN1,0.1,0.04,0.05,0.08,0.06,0.06,0.09,0.05,0.05,0.01,0.01,0.01,0,0,0,0.03,0,0.05
PTGER1,0.1,0.06,0.05,0.03,0.02,0.02,0.06,0.03,0.03,0.02,0.02,0.02,0.01,0.05,0.05,0,0,0.02
TECR,0.26,0.17,0.17,0.13,0.1,0.09,0.19,0.14,0.14,0.12,0.12,0.12,0.06,0.06,0.06,0.31,0.14,0.31
ZNF333,0.07,0.03,0.03,0.08,0.06,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.01,0.01,0.02,0
