Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.16,0.13,0.12,0.15,0.07,0.07,0.17,0.13,0.12,0.03,0.02,0.02,0,0.01,0.01,0.01,0.02,0.07
ADGRE3,0.21,0.16,0.17,0.16,0.12,0.12,0.18,0.14,0.13,0.18,0.17,0.17,0.08,0.08,0.08,0.33,0.12,0.38
ADGRE5,0.27,0.16,0.17,0.08,0.08,0.07,0.25,0.16,0.16,0.16,0.16,0.16,0.06,0.03,0.03,0.36,0.2,0.37
CLEC17A,0.11,0.06,0.06,0.08,0.03,0.04,0.07,0.04,0.03,0.04,0.04,0.04,0,0.01,0.01,0.02,0.01,0.05
DDX39A,0.12,0.04,0.04,0.03,0.02,0.02,0.12,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.02
DNAJB1,0.06,0.07,0.07,0.04,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.02,0.03,0.04,0.04,0.07,0,0.07
GIPC1,0.1,0.1,0.09,0.06,0.03,0.04,0.08,0.08,0.08,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.05
NDUFB7,0.112359550561798,0.0879120879120879,0.0879120879120879,0.116279069767442,0.0459770114942529,0.0459770114942529,0.0674157303370786,0.043956043956044,0.043956043956044,0.0224719101123595,0.021978021978022,0.021978021978022,0,0.01,0.01,0.04,0.01,0.04
PKN1,0.11,0.06,0.05,0.09,0.04,0.04,0.1,0.03,0.04,0.06,0.07,0.07,0.01,0.01,0.01,0.03,0,0.04
PTGER1,0.12,0.09,0.09,0.08,0.04,0.04,0.07,0.06,0.07,0.06,0.06,0.06,0.01,0.02,0.02,0.04,0.01,0.05
TECR,0.12,0.15,0.14,0.08,0.09,0.09,0.05,0.08,0.08,0.04,0.05,0.05,0.03,0.04,0.04,0.13,0.11,0.14
ZNF333,0.17,0.1,0.1,0.14,0.04,0.04,0.15,0.09,0.1,0.03,0.03,0.03,0.04,0.06,0.05,0.03,0,0.06
