Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.07,0.06,0.05,0.03,0.03,0.04,0.05,0.06,0.02,0.02,0.02,0,0,0,0.01,0,0.01
ADGRE3,0.23,0.25,0.23,0.14,0.16,0.18,0.22,0.23,0.23,0.06,0.06,0.06,0,0,0,0.18,0.02,0.27
ADGRE5,0.3,0.29,0.31,0.16,0.17,0.17,0.29,0.27,0.27,0.15,0.15,0.15,0,0,0,0.27,0.04,0.35
CLEC17A,0.06,0.06,0.07,0.02,0.03,0.03,0.05,0.05,0.06,0.03,0.03,0.03,0,0,0,0.05,0,0.08
DDX39A,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0,0,0,0,0,0,0.01,0.01,0.03
DNAJB1,0.08,0.07,0.08,0.01,0.01,0.02,0.05,0.04,0.04,0.01,0.01,0.01,0,0,0,0.03,0,0.05
GIPC1,0.05,0.06,0.06,0.03,0.02,0.03,0.03,0.03,0.04,0,0,0,0,0,0,0.01,0,0.04
NDUFB7,0.0888888888888889,0.0555555555555556,0.0666666666666667,0.0116279069767442,0.0232558139534884,0.0229885057471264,0.0333333333333333,0.0111111111111111,0.0333333333333333,0,0,0,0,0,0,0.05,0,0.07
PKN1,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0,0,0,0.01,0,0.03
PTGER1,0.07,0.06,0.07,0.04,0.03,0.05,0.02,0.02,0.04,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01
TECR,0.16,0.15,0.16,0.12,0.11,0.11,0.09,0.08,0.08,0.07,0.07,0.07,0,0,0,0.18,0.01,0.23
ZNF333,0.08,0.09,0.09,0.06,0.05,0.06,0.06,0.07,0.07,0.04,0.04,0.04,0,0,0,0.01,0,0.04
