Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.06,0.06,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0,0.06
ADGRE3,0.45,0.44,0.49,0.2,0.19,0.18,0.44,0.44,0.47,0.26,0.25,0.25,0.07,0.07,0.03,0.55,0.16,0.58
ADGRE5,0.48,0.48,0.54,0.2,0.23,0.27,0.47,0.47,0.49,0.33,0.34,0.34,0.09,0.09,0.06,0.56,0.23,0.64
CLEC17A,0.06,0.06,0.06,0.01,0.01,0.01,0.02,0.02,0.06,0.01,0.01,0.01,0,0,0,0,0.03,0
DDX39A,0.05,0.06,0.06,0.04,0.04,0.05,0.05,0.06,0.06,0.04,0.04,0.04,0.06,0.06,0.06,0.03,0.05,0.03
DNAJB1,0.04,0.04,0.06,0.02,0.02,0.02,0.04,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.04,0.07
GIPC1,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0,0.04,0.03,0.08
NDUFB7,0.032967032967033,0.032967032967033,0.032967032967033,0.021978021978022,0.021978021978022,0.021978021978022,0.010989010989011,0.010989010989011,0.010989010989011,0,0,0,0.01,0.01,0.01,0.04,0.01,0.05
PKN1,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.01,0.02,0.01
PTGER1,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.04,0.01,0.01,0.01,0.05,0.04,0.04
TECR,0.21,0.2,0.21,0.08,0.08,0.08,0.2,0.19,0.21,0.12,0.12,0.12,0.01,0.01,0.01,0.22,0.15,0.25
ZNF333,0.03,0.03,0.04,0.05,0.07,0.08,0.03,0.03,0.04,0.05,0.05,0.05,0.01,0.01,0.01,0.04,0.02,0.04
