Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.11,0.08,0.11,0.08,0.09,0.1,0.1,0.08,0.1,0.02,0.02,0.02,0.01,0,0.03,0.02,0,0.04
ADGRE3,0.29,0.28,0.34,0.14,0.16,0.17,0.27,0.26,0.32,0.18,0.18,0.18,0.05,0.07,0,0.38,0,0.47
ADGRE5,0.37,0.36,0.42,0.15,0.15,0.16,0.33,0.32,0.41,0.22,0.23,0.23,0.04,0.04,0.02,0.38,0,0.5
CLEC17A,0.06,0.06,0.11,0.04,0.05,0.06,0.05,0.05,0.08,0.03,0.03,0.03,0,0,0.01,0.03,0.01,0.04
DDX39A,0.12,0.1,0.13,0.06,0.07,0.08,0.11,0.09,0.12,0.03,0.03,0.03,0,0,0.01,0.04,0.03,0.08
DNAJB1,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0,0,0,0,0,0,0.03,0,0.04
GIPC1,0.03,0.03,0.08,0.02,0.02,0.04,0.02,0.02,0.06,0.05,0.04,0.04,0.01,0.01,0.02,0.04,0.02,0.06
NDUFB7,0.0909090909090909,0.0909090909090909,0.115942028985507,0.0491803278688525,0.0491803278688525,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.072463768115942,0,0,0,0.02,0.02,0.01,0.02,0.04,0.03
PKN1,0.06,0.06,0.08,0.03,0.04,0.03,0.06,0.06,0.07,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0,0.02
PTGER1,0.08,0.08,0.11,0.06,0.05,0.05,0.07,0.07,0.09,0.03,0.03,0.03,0.01,0.01,0.01,0.03,0.02,0.01
TECR,0.212121212121212,0.212121212121212,0.242424242424242,0.0612244897959184,0.0408163265306122,0.0808080808080808,0.181818181818182,0.181818181818182,0.222222222222222,0.07,0.07,0.07,0.02,0.02,0.01,0.09,0,0.17
ZNF333,0.09,0.06,0.09,0.07,0.07,0.08,0.09,0.06,0.07,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0,0.03
