Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.05,0.11,0.05,0.05,0.11,0.06,0.05,0.11,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0,0.04
ADGRE3,0.12,0.12,0.27,0.09,0.09,0.13,0.11,0.11,0.27,0.1,0.09,0.09,0.1,0.1,0.02,0.31,0,0.43
ADGRE5,0.15,0.13,0.26,0.06,0.05,0.1,0.15,0.12,0.25,0.21,0.19,0.19,0.11,0.14,0.05,0.31,0,0.39
CLEC17A,0.0404040404040404,0.0505050505050505,0.09,0.0303030303030303,0.0306122448979592,0.06,0.0101010101010101,0.0202020202020202,0.05,0.0102040816326531,0,0,0,0,0,0.03,0.02,0.04
DDX39A,0.0714285714285714,0.0927835051546392,0.141414141414141,0.0714285714285714,0.0824742268041237,0.131313131313131,0.0408163265306122,0.0618556701030928,0.121212121212121,0,0,0,0.01,0.01,0.01,0,0,0.02
DNAJB1,0.0947368421052632,0.0736842105263158,0.141414141414141,0.0434782608695652,0.0434782608695652,0.102040816326531,0.0315789473684211,0.0315789473684211,0.121212121212121,0.0202020202020202,0.0202020202020202,0.0202020202020202,0,0,0,0.08,0.04,0.06
GIPC1,0.0520833333333333,0.0736842105263158,0.101010101010101,0.0434782608695652,0.0425531914893617,0.0808080808080808,0.03125,0.0210526315789474,0.0707070707070707,0.01,0.01,0.01,0,0,0,0.01,0.03,0.04
NDUFB7,0.08,0.0833333333333333,0.130434782608696,0.0689655172413793,0.0740740740740741,0.0754716981132075,0.02,0.0208333333333333,0.072463768115942,0,0,0.0144927536231884,0,0,0,0.03,0.04,0.04
PKN1,0.05,0.05,0.11,0.05,0.03,0.06,0.05,0.05,0.08,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.03
PTGER1,0.05,0.07,0.14,0.04,0.0404040404040404,0.11,0.04,0.05,0.11,0.02,0.02,0.02,0,0,0,0.04,0.02,0.03
TECR,0.172043010752688,0.16304347826087,0.224489795918367,0.0967741935483871,0.0978260869565217,0.122448979591837,0.150537634408602,0.141304347826087,0.193877551020408,0.0520833333333333,0.0526315789473684,0.0510204081632653,0,0,0,0.09,0,0.15
ZNF333,0.07,0.05,0.13,0.04,0.04,0.08,0.05,0.05,0.12,0.01,0.02,0.02,0,0,0.01,0.02,0,0.05
