Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.05,0.05,0.05,0.02,0.02,0.01,0.05,0.05,0.05,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0,0.03
ADGRE3,0.15,0.11,0.15,0.05,0.05,0.05,0.13,0.11,0.13,0.04,0.04,0.04,0.06,0.06,0.05,0.09,0.03,0.1
ADGRE5,0.17,0.16,0.19,0.12,0.1,0.13,0.16,0.15,0.18,0.07,0.08,0.08,0.09,0.1,0.06,0.09,0.05,0.14
CLEC17A,0.1,0.1,0.1,0.05,0.04,0.06,0.07,0.07,0.08,0,0,0,0,0,0,0.04,0.01,0.03
DDX39A,0.11,0.11,0.12,0.04,0.03,0.05,0.07,0.1,0.12,0.05,0.05,0.05,0.02,0.02,0.02,0.04,0,0.06
DNAJB1,0.05,0.05,0.06,0.01,0.01,0.02,0.04,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.03
GIPC1,0.08,0.07,0.09,0.02,0.02,0.01,0.06,0.04,0.04,0.02,0.02,0.02,0,0,0,0.03,0,0.02
NDUFB7,0.133333333333333,0.133333333333333,0.122222222222222,0.0777777777777778,0.0888888888888889,0.0777777777777778,0.0777777777777778,0.0777777777777778,0.0777777777777778,0.010989010989011,0.010989010989011,0.010989010989011,0,0,0,0.02,0.02,0.04
PKN1,0.07,0.07,0.07,0.04,0.04,0.04,0.07,0.06,0.07,0.06,0.06,0.06,0.01,0.01,0.01,0.04,0.03,0.06
PTGER1,0.12,0.12,0.12,0.06,0.08,0.08,0.12,0.12,0.12,0.06,0.06,0.06,0.01,0.01,0,0.01,0,0.06
TECR,0.09,0.07,0.1,0.06,0.05,0.05,0.07,0.06,0.08,0.05,0.05,0.05,0.03,0.03,0.02,0.08,0.05,0.07
ZNF333,0.06,0.06,0.06,0.09,0.09,0.09,0.05,0.05,0.06,0.05,0.05,0.05,0,0,0,0.01,0.01,0.04
