Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.05,0.05,0.08,0.09,0.1,0.05,0.04,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01
ADGRE3,0.59,0.56,0.59,0.37,0.38,0.37,0.58,0.55,0.57,0.06,0.06,0.06,0,0,0,0.18,0,0.31
ADGRE5,0.52,0.52,0.55,0.35,0.32,0.36,0.52,0.52,0.55,0.1,0.11,0.11,0,0,0,0.32,0,0.5
CLEC17A,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.09,0.11,0,0,0,0,0,0,0,0,0.01
DDX39A,0.12,0.11,0.13,0.1,0.11,0.12,0.11,0.1,0.13,0,0,0,0,0,0.01,0.01,0,0.02
DNAJB1,0.16,0.16,0.21,0.13,0.12,0.12,0.15,0.15,0.19,0,0,0,0,0,0,0.02,0.01,0.02
GIPC1,0.18,0.18,0.23,0.08,0.09,0.12,0.18,0.18,0.23,0,0,0,0,0,0,0,0,0.01
NDUFB7,0.0721649484536082,0.0721649484536082,0.134020618556701,0.03125,0.03125,0.0520833333333333,0.0618556701030928,0.0618556701030928,0.0824742268041237,0.0102040816326531,0.0102040816326531,0.0204081632653061,0,0,0,0,0,0.01
PKN1,0.1,0.1,0.11,0.16,0.16,0.2,0.1,0.1,0.11,0.01,0.01,0.01,0,0,0,0.01,0.01,0.05
PTGER1,0.09,0.09,0.12,0.1,0.08,0.1,0.09,0.09,0.12,0.01,0.01,0.01,0,0,0,0,0,0.03
TECR,0.36,0.36,0.39,0.23,0.22,0.25,0.36,0.35,0.38,0.02,0.02,0.02,0,0,0,0.02,0,0.06
ZNF333,0.1,0.1,0.12,0.1,0.1,0.13,0.1,0.1,0.12,0.02,0.02,0.02,0,0,0,0.02,0,0.05
