Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.06,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.04,0.04,0.04,0.01,0.01,0.01,0,0,0.01
ADGRE3,0.29,0.26,0.29,0.13,0.11,0.12,0.24,0.24,0.28,0.2,0.2,0.2,0.06,0.06,0.05,0.3,0.12,0.37
ADGRE5,0.18,0.18,0.19,0.06,0.07,0.06,0.17,0.18,0.19,0.09,0.09,0.09,0.03,0.04,0.01,0.22,0.07,0.29
CLEC17A,0.09,0.09,0.09,0.03,0.04,0.06,0.09,0.08,0.08,0.01,0.01,0.01,0.04,0.04,0.04,0.04,0.01,0.05
DDX39A,0.11,0.09,0.11,0.08,0.06,0.07,0.1,0.08,0.11,0.06,0.06,0.06,0,0,0.01,0.04,0,0.04
DNAJB1,0.09,0.1,0.1,0.05,0.05,0.04,0.07,0.08,0.08,0.04,0.04,0.04,0,0,0,0.05,0.01,0.07
GIPC1,0.09,0.09,0.1,0.05,0.06,0.08,0.09,0.09,0.11,0.01,0.01,0.01,0,0,0,0.03,0.02,0.03
NDUFB7,0.127659574468085,0.127659574468085,0.138297872340426,0.0537634408602151,0.0537634408602151,0.043010752688172,0.074468085106383,0.074468085106383,0.106382978723404,0.0105263157894737,0.0105263157894737,0.0105263157894737,0,0,0,0.02,0,0.02
PKN1,0.08,0.08,0.09,0.1,0.11,0.1,0.08,0.08,0.09,0.02,0.02,0.02,0,0,0,0.02,0.01,0.04
PTGER1,0.11,0.11,0.11,0.08,0.09,0.1,0.1,0.1,0.1,0.03,0.03,0.03,0.02,0.02,0.02,0,0,0.01
TECR,0.12,0.13,0.15,0.08,0.08,0.08,0.11,0.12,0.12,0.04,0.04,0.04,0.03,0.03,0.02,0.13,0.09,0.18
ZNF333,0.11,0.11,0.11,0.08,0.09,0.11,0.1,0.1,0.11,0.08,0.08,0.08,0,0,0.01,0.03,0.03,0.03
