Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.06,0.06,0.03,0.04,0.05,0.02,0.02,0.03,0.01,0.01,0.01,0,0,0,0.02,0,0.02
ADGRE3,0.13,0.14,0.14,0.04,0.02,0.03,0.06,0.07,0.07,0.07,0.07,0.07,0,0,0,0.11,0,0.14
ADGRE5,0.19,0.2,0.21,0.08,0.09,0.09,0.11,0.11,0.11,0.06,0.06,0.06,0,0,0,0.22,0,0.23
CLEC17A,0.0404040404040404,0.0404040404040404,0.0404040404040404,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0102040816326531,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0,0.01,0,0
DDX39A,0.05,0.05,0.04,0.02,0.01,0.03,0.02,0.02,0.02,0,0,0,0,0,0,0.04,0,0.05
DNAJB1,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0,0.03
GIPC1,0.1,0.1,0.1,0.04,0.03,0.04,0.01,0.01,0.01,0.02,0.02,0.02,0,0,0,0.01,0,0.02
NDUFB7,0.0235294117647059,0.0235294117647059,0.0232558139534884,0.0123456790123457,0.0123456790123457,0.0121951219512195,0.0133333333333333,0.0133333333333333,0.0131578947368421,0,0,0,0,0,0,0,0,0
PKN1,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0,0,0,0.02,0,0.05
PTGER1,0.05,0.06,0.07,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0.06,0,0.05
TECR,0.12,0.11,0.11,0.05,0.05,0.06,0,0,0.01,0,0,0,0,0,0,0.07,0,0.09
ZNF333,0.08,0.08,0.08,0.03,0.03,0.02,0.04,0.03,0.04,0,0,0,0,0,0,0.06,0,0.06
