Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.09,0.09,0.11,0.1,0.07,0.07,0.09,0.09,0.1,0.05,0.05,0.05,0.02,0.02,0.02,0.03,0.02,0.06
ADGRE3,0.48,0.5,0.52,0.2,0.21,0.24,0.47,0.49,0.52,0.28,0.28,0.28,0.37,0.37,0.33,0.77,0.35,0.78
ADGRE5,0.48,0.5,0.54,0.27,0.27,0.3,0.48,0.5,0.54,0.38,0.38,0.38,0.47,0.47,0.44,0.78,0.45,0.84
CLEC17A,0.09,0.09,0.11,0.05,0.05,0.06,0.08,0.08,0.09,0.01,0.01,0.01,0.03,0.03,0.03,0.05,0.05,0.05
DDX39A,0.13,0.13,0.13,0.08,0.08,0.09,0.13,0.13,0.13,0.06,0.06,0.06,0.02,0.02,0.02,0.05,0.06,0.05
DNAJB1,0.09,0.09,0.1,0.07,0.07,0.06,0.08,0.08,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
GIPC1,0.14,0.14,0.15,0.11,0.09,0.1,0.14,0.14,0.15,0,0,0,0.03,0.03,0.03,0.04,0.04,0.03
NDUFB7,0.10989010989011,0.10989010989011,0.152173913043478,0.0777777777777778,0.0777777777777778,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.108695652173913,0.09375,0.09375,0.09375,0,0,0,0.07,0.04,0.07
PKN1,0.12,0.11,0.11,0.11,0.09,0.11,0.12,0.1,0.11,0.09,0.09,0.09,0.02,0.02,0.02,0,0,0.01
PTGER1,0.13,0.13,0.14,0.07,0.07,0.08,0.12,0.12,0.13,0.04,0.03,0.03,0,0,0,0.02,0.06,0.06
TECR,0.23,0.23,0.26,0.14,0.12,0.15,0.23,0.23,0.24,0.17,0.17,0.17,0.19,0.19,0.17,0.42,0.19,0.44
ZNF333,0.08,0.08,0.08,0.06,0.06,0.07,0.09,0.09,0.08,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0,0.03
