Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.09,0.09,0.09,0.05,0.06,0.09,0.09,0.09,0.09,0.04,0.04,0.04,0.02,0.02,0.02,0.04,0.04,0.01
ADGRE3,0.38,0.39,0.38,0.25,0.24,0.25,0.36,0.37,0.36,0.29,0.29,0.29,0.12,0.12,0.11,0.59,0.38,0.55
ADGRE5,0.45,0.44,0.47,0.18,0.18,0.18,0.42,0.43,0.45,0.3,0.31,0.31,0.1,0.1,0.08,0.67,0.39,0.68
CLEC17A,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.01,0.05,0.02,0.07
DDX39A,0.07,0.05,0.05,0.02,0.02,0.04,0.07,0.05,0.06,0.04,0.04,0.04,0.01,0.01,0.01,0.02,0.03,0.03
DNAJB1,0.11,0.13,0.13,0.05,0.05,0.08,0.07,0.08,0.08,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.07,0.04
GIPC1,0.07,0.07,0.08,0.05,0.06,0.07,0.06,0.06,0.07,0.08,0.08,0.08,0.02,0.02,0.02,0.04,0.04,0.04
NDUFB7,0.0967741935483871,0.0860215053763441,0.0824742268041237,0.0537634408602151,0.043010752688172,0.0309278350515464,0.0645161290322581,0.0537634408602151,0.0618556701030928,0.0736842105263158,0.0631578947368421,0.0612244897959184,0.01,0.01,0.02,0.08,0.09,0.06
PKN1,0.07,0.05,0.05,0.05,0.05,0.07,0.07,0.05,0.05,0.03,0.03,0.03,0,0,0,0.03,0,0.04
PTGER1,0.06,0.05,0.06,0.02,0.02,0.02,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.07,0.04
TECR,0.26,0.27,0.26,0.08,0.09,0.09,0.24,0.24,0.25,0.17,0.18,0.18,0.08,0.08,0.08,0.38,0.26,0.32
ZNF333,0.08,0.08,0.1,0.1,0.11,0.1,0.08,0.08,0.08,0.07,0.07,0.07,0,0,0,0.03,0.02,0.06
