Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.05,0.17,0.02,0.04,0.13,0.04,0.05,0.16,0.04,0.04,0.04,0,0,0.01,0,0,0.03
ADGRE3,0.1,0.111111111111111,0.212121212121212,0.07,0.0707070707070707,0.161616161616162,0.09,0.111111111111111,0.171717171717172,0.12,0.111111111111111,0.111111111111111,0.01,0.01,0.03,0.33,0,0.41
ADGRE5,0.17,0.13,0.37,0.09,0.06,0.24,0.16,0.14,0.34,0.15,0.15,0.15,0.02,0.02,0.03,0.31,0,0.47
CLEC17A,0.0421052631578947,0.0319148936170213,0.125,0.0344827586206897,0.0119047619047619,0.0645161290322581,0.0210526315789474,0.0212765957446809,0.0833333333333333,0.03125,0.0315789473684211,0.0309278350515464,0,0,0,0,0,0.05
DDX39A,0.0729166666666667,0.0625,0.175257731958763,0.0543478260869565,0.0555555555555556,0.136842105263158,0.0104166666666667,0.0104166666666667,0.0721649484536082,0,0.0101010101010101,0.0101010101010101,0,0,0,0.01,0.01,0.02
DNAJB1,0.074468085106383,0.0674157303370786,0.221052631578947,0.0561797752808989,0.0379746835443038,0.136842105263158,0.0106382978723404,0,0.136842105263158,0.0104166666666667,0.0105263157894737,0.0103092783505155,0,0,0,0.01,0.02,0.03
GIPC1,0.032967032967033,0.0333333333333333,0.157894736842105,0.024390243902439,0.025974025974026,0.119565217391304,0.021978021978022,0.0222222222222222,0.0736842105263158,0,0,0,0,0,0,0.02,0,0.05
NDUFB7,0,0,0.181818181818182,0.111111111111111,0.111111111111111,0.12,0,0,0,0,0.0277777777777778,0.0212765957446809,0,0,0,0.01,0.01,0.04
PKN1,0.05,0.05,0.13,0.02,0.03,0.11,0.05,0.03,0.13,0.03,0.03,0.03,0,0,0,0.04,0,0.07
PTGER1,0.0520833333333333,0.0537634408602151,0.224489795918367,0.0326086956521739,0.0459770114942529,0.11340206185567,0.0416666666666667,0.043010752688172,0.183673469387755,0.0505050505050505,0.0510204081632653,0.05,0,0,0,0.02,0.02,0.02
TECR,0.144444444444444,0.0795454545454545,0.351063829787234,0.0681818181818182,0.0348837209302326,0.24468085106383,0.0888888888888889,0.0454545454545455,0.170212765957447,0.0520833333333333,0.0526315789473684,0.0515463917525773,0,0,0,0.13,0,0.2
ZNF333,0.0408163265306122,0.0510204081632653,0.2,0.0612244897959184,0.0408163265306122,0.12,0.0102040816326531,0.0204081632653061,0.14,0.02,0.02,0.02,0,0,0,0.01,0,0.02
