Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.11,0.1,0.1,0.09,0.08,0.08,0.11,0.1,0.1,0.04,0.04,0.04,0.02,0.01,0.02,0.03,0,0.07
ADGRE3,0.28,0.28,0.32,0.16,0.15,0.17,0.25,0.25,0.29,0.18,0.18,0.18,0.1,0.1,0.02,0.51,0.24,0.53
ADGRE5,0.45,0.43,0.47,0.2,0.2,0.21,0.43,0.42,0.43,0.31,0.31,0.31,0.07,0.07,0.04,0.67,0.21,0.7
CLEC17A,0.08,0.08,0.08,0.01,0.01,0.02,0.05,0.05,0.06,0,0,0,0.01,0.01,0.01,0.02,0.01,0.03
DDX39A,0.07,0.07,0.05,0.03,0.03,0.04,0.06,0.06,0.06,0.03,0.03,0.03,0,0.01,0,0.04,0.03,0.03
DNAJB1,0.06,0.06,0.06,0.09,0.08,0.1,0.05,0.05,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.04
GIPC1,0.09,0.09,0.1,0.05,0.05,0.05,0.08,0.08,0.08,0.03,0.03,0.03,0.02,0.02,0.02,0.05,0.02,0.04
NDUFB7,0.0919540229885057,0.0919540229885057,0.0919540229885057,0.0465116279069767,0.0348837209302326,0.0465116279069767,0.0574712643678161,0.0574712643678161,0.0689655172413793,0,0,0,0.01,0.01,0.01,0.01,0.01,0.05
PKN1,0.06,0.07,0.09,0.07,0.08,0.07,0.06,0.07,0.08,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0,0.01
PTGER1,0.05,0.04,0.05,0.02,0.02,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0,0,0,0.02,0,0.05
TECR,0.25,0.25,0.26,0.13,0.14,0.15,0.2,0.19,0.24,0.13,0.13,0.13,0.06,0.06,0.02,0.24,0.11,0.28
ZNF333,0.05,0.05,0.06,0.01,0.01,0.01,0.05,0.05,0.06,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02
