Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.11,0.12,0.12,0.12,0.13,0.15,0.11,0.12,0.12,0.03,0.03,0.03,0.02,0.02,0.03,0.01,0,0.04
ADGRE3,0.47,0.47,0.52,0.31,0.3,0.31,0.47,0.47,0.52,0.17,0.17,0.17,0.01,0.02,0.02,0.4,0,0.57
ADGRE5,0.68,0.69,0.72,0.36,0.39,0.43,0.68,0.68,0.72,0.23,0.23,0.23,0.06,0.06,0.06,0.56,0,0.66
CLEC17A,0.11,0.11,0.14,0.09,0.09,0.1,0.11,0.11,0.14,0.02,0.02,0.02,0,0,0,0.02,0.01,0.02
DDX39A,0.07,0.07,0.1,0.06,0.06,0.06,0.07,0.07,0.1,0,0,0,0.01,0,0.01,0.02,0.01,0.04
DNAJB1,0.09,0.09,0.09,0.06,0.06,0.07,0.08,0.08,0.09,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.03
GIPC1,0.11,0.11,0.11,0.07,0.08,0.09,0.1,0.1,0.1,0.01,0.01,0.01,0,0,0,0.02,0.01,0.04
NDUFB7,0.127659574468085,0.127659574468085,0.148936170212766,0.10752688172043,0.0860215053763441,0.0860215053763441,0.0851063829787234,0.0851063829787234,0.117021276595745,0.0104166666666667,0.0104166666666667,0.0104166666666667,0,0,0.01,0.02,0.02,0.03
PKN1,0.05,0.05,0.07,0.08,0.09,0.1,0.05,0.05,0.07,0.03,0.03,0.03,0,0,0,0,0,0.01
PTGER1,0.1,0.1,0.12,0.09,0.1,0.11,0.09,0.09,0.12,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.01,0.05
TECR,0.37,0.38,0.42,0.23,0.27,0.3,0.37,0.38,0.42,0.03,0.04,0.04,0.01,0.01,0.02,0.11,0,0.21
ZNF333,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.12,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0,0.05
