Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.14,0.13,0.13,0.14,0.12,0.15,0.14,0.13,0.13,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0,0.04
ADGRE3,0.46,0.45,0.47,0.24,0.24,0.26,0.45,0.44,0.46,0.34,0.34,0.34,0.69,0.69,0.68,0.81,0.53,0.78
ADGRE5,0.63,0.64,0.66,0.37,0.38,0.4,0.6,0.61,0.66,0.51,0.51,0.51,0.74,0.73,0.68,0.82,0.53,0.82
CLEC17A,0.11,0.11,0.11,0.05,0.04,0.06,0.11,0.11,0.11,0.04,0.04,0.04,0,0,0,0.02,0.02,0.05
DDX39A,0.11,0.11,0.11,0.14,0.14,0.14,0.11,0.11,0.11,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0,0.04
DNAJB1,0.09,0.09,0.12,0.06,0.07,0.06,0.09,0.09,0.12,0.04,0.04,0.04,0.01,0.03,0.01,0.08,0.05,0.09
GIPC1,0.1,0.09,0.12,0.04,0.03,0.05,0.1,0.09,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.04
NDUFB7,0.0631578947368421,0.0631578947368421,0.105263157894737,0.0531914893617021,0.0531914893617021,0.0638297872340425,0.0526315789473684,0.0526315789473684,0.0947368421052632,0.0520833333333333,0.0520833333333333,0.0520833333333333,0.03,0.03,0.03,0.03,0.05,0.02
PKN1,0.11,0.1,0.1,0.12,0.13,0.12,0.11,0.1,0.1,0.03,0.03,0.03,0.05,0.06,0.06,0.04,0.03,0.05
PTGER1,0.14,0.14,0.16,0.1,0.1,0.1,0.14,0.14,0.15,0.06,0.06,0.06,0.02,0.03,0.02,0.02,0.02,0.05
TECR,0.29,0.3,0.35,0.14,0.15,0.15,0.27,0.28,0.32,0.2,0.21,0.21,0.45,0.45,0.41,0.59,0.38,0.58
ZNF333,0.12,0.12,0.13,0.12,0.12,0.14,0.12,0.12,0.13,0.04,0.04,0.04,0.06,0.06,0.05,0.03,0.03,0.06
