Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.09,0.09,0.1,0.1,0.1,0.11,0.08,0.08,0.1,0.05,0.05,0.05,0.01,0.01,0.03,0.02,0.01,0.04
ADGRE3,0.38,0.37,0.38,0.25,0.25,0.29,0.36,0.35,0.36,0.2,0.2,0.2,0.09,0.09,0.02,0.42,0.21,0.51
ADGRE5,0.47,0.47,0.5,0.22,0.22,0.23,0.46,0.46,0.49,0.22,0.22,0.22,0.09,0.09,0.03,0.58,0.16,0.59
CLEC17A,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.08,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0,0.01
DDX39A,0.06,0.06,0.05,0.07,0.07,0.05,0.04,0.04,0.07,0.05,0.05,0.05,0,0,0,0.01,0,0.03
DNAJB1,0.1,0.09,0.11,0.04,0.04,0.06,0.09,0.08,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.04
GIPC1,0.1,0.1,0.1,0.03,0.03,0.05,0.06,0.06,0.07,0.04,0.04,0.04,0.02,0.02,0.02,0.04,0.03,0.04
NDUFB7,0.136363636363636,0.136363636363636,0.155555555555556,0.0795454545454545,0.0795454545454545,0.1,0.0795454545454545,0.0795454545454545,0.111111111111111,0.010989010989011,0.010989010989011,0.010752688172043,0,0,0,0.02,0,0.01
PKN1,0.11,0.12,0.12,0.08,0.06,0.07,0.11,0.12,0.12,0.02,0.02,0.02,0.03,0.03,0.04,0,0.01,0.03
PTGER1,0.04,0.04,0.04,0.06,0.05,0.06,0.04,0.04,0.04,0.01,0.01,0.01,0,0,0,0.01,0.01,0.02
TECR,0.19,0.18,0.18,0.08,0.08,0.09,0.19,0.18,0.18,0.15,0.15,0.15,0.01,0.01,0,0.24,0.16,0.23
ZNF333,0.07,0.07,0.08,0.08,0.1,0.1,0.05,0.05,0.06,0.06,0.07,0.07,0.03,0.03,0.05,0.03,0.02,0.07
