Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.08,0.1,0.04,0.04,0.04,0,0,0,0.04,0.01,0.07
ADGRE3,0.32,0.32,0.37,0.15,0.16,0.18,0.3,0.3,0.33,0.23,0.23,0.23,0.12,0.12,0.1,0.53,0.36,0.57
ADGRE5,0.35,0.35,0.39,0.22,0.22,0.22,0.35,0.35,0.38,0.28,0.29,0.29,0.12,0.12,0.09,0.6,0.42,0.63
CLEC17A,0.1,0.1,0.12,0.04,0.04,0.04,0.09,0.09,0.11,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.02
DDX39A,0.09,0.09,0.1,0.09,0.07,0.07,0.08,0.08,0.1,0.06,0.06,0.06,0.01,0.01,0.01,0.05,0.03,0.05
DNAJB1,0.08,0.08,0.09,0.06,0.07,0.07,0.06,0.06,0.07,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.04,0.04
GIPC1,0.07,0.08,0.1,0.07,0.08,0.07,0.09,0.08,0.1,0,0,0,0,0,0.01,0.02,0.02,0.03
NDUFB7,0.0659340659340659,0.0659340659340659,0.0638297872340425,0.0459770114942529,0.0459770114942529,0.043010752688172,0.021978021978022,0.021978021978022,0.0319148936170213,0,0,0,0,0,0,0.01,0.01,0.03
PKN1,0.07,0.07,0.11,0.1,0.09,0.12,0.07,0.07,0.11,0.03,0.03,0.03,0.01,0.01,0,0.01,0,0.03
PTGER1,0.04,0.04,0.05,0.02,0.01,0.03,0.03,0.03,0.03,0.08,0.08,0.08,0.04,0.03,0.05,0.04,0.03,0.07
TECR,0.2,0.2,0.22,0.12,0.12,0.14,0.18,0.18,0.2,0.11,0.11,0.11,0.12,0.12,0.09,0.4,0.33,0.31
ZNF333,0.05,0.05,0.05,0.07,0.06,0.08,0.05,0.04,0.05,0.02,0.02,0.02,0.01,0.01,0.02,0.04,0.01,0.06
