Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.06,0.08,0.1,0.1,0.1,0.06,0.06,0.08,0.05,0.05,0.05,0.01,0.01,0.01,0.02,0,0.06
ADGRE3,0.32,0.32,0.35,0.18,0.19,0.2,0.32,0.32,0.33,0.21,0.21,0.21,0.09,0.09,0.04,0.43,0.16,0.51
ADGRE5,0.39,0.39,0.39,0.26,0.25,0.26,0.36,0.36,0.38,0.24,0.24,0.24,0.1,0.1,0.05,0.54,0.16,0.57
CLEC17A,0.12,0.12,0.11,0.07,0.07,0.06,0.11,0.1,0.09,0.04,0.04,0.04,0.05,0.05,0.05,0.01,0.01,0.02
DDX39A,0.05,0.05,0.07,0.04,0.04,0.06,0.04,0.04,0.06,0,0,0,0.02,0.02,0.02,0.01,0.01,0.05
DNAJB1,0.08,0.08,0.1,0.09,0.07,0.08,0.06,0.06,0.07,0.03,0.03,0.03,0.05,0.05,0.06,0.06,0.03,0.08
GIPC1,0.1,0.1,0.1,0.1,0.11,0.11,0.08,0.08,0.1,0.08,0.08,0.08,0.01,0.01,0.01,0.05,0.03,0.05
NDUFB7,0.0813953488372093,0.0813953488372093,0.0919540229885057,0.0246913580246914,0.0246913580246914,0.0365853658536585,0.0352941176470588,0.0352941176470588,0.0465116279069767,0.0111111111111111,0.0111111111111111,0.0111111111111111,0,0,0,0.05,0.01,0.07
PKN1,0.05,0.05,0.05,0.07,0.08,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.03,0.06
PTGER1,0.12,0.12,0.12,0.06,0.06,0.06,0.11,0.11,0.1,0.04,0.04,0.04,0.02,0.02,0.02,0.04,0.01,0.05
TECR,0.23,0.23,0.24,0.06,0.06,0.07,0.19,0.19,0.19,0.14,0.14,0.14,0.03,0.03,0.04,0.23,0.11,0.31
ZNF333,0.11,0.11,0.13,0.06,0.04,0.07,0.09,0.09,0.11,0.05,0.05,0.05,0,0,0,0.02,0.01,0.02
