Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.07,0.07,0.09,0.08,0.11,0.1,0.07,0.07,0.09,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0,0.05
ADGRE3,0.49,0.49,0.51,0.22,0.19,0.23,0.48,0.48,0.51,0.46,0.44,0.44,0.65,0.65,0.62,0.8,0.56,0.76
ADGRE5,0.58,0.59,0.63,0.38,0.35,0.37,0.58,0.59,0.61,0.34,0.35,0.35,0.65,0.65,0.59,0.77,0.43,0.77
CLEC17A,0.09,0.08,0.07,0.06,0.07,0.07,0.09,0.07,0.07,0.03,0.03,0.03,0,0,0.01,0.06,0.06,0.07
DDX39A,0.09,0.08,0.11,0.11,0.1,0.11,0.09,0.08,0.1,0.05,0.05,0.05,0,0,0.01,0.05,0,0.07
DNAJB1,0.15,0.15,0.15,0.1,0.09,0.1,0.14,0.13,0.15,0.03,0.03,0.03,0.04,0.04,0.04,0.07,0.06,0.03
GIPC1,0.11,0.12,0.11,0.07,0.07,0.08,0.1,0.11,0.11,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.04,0.02
NDUFB7,0.114583333333333,0.104166666666667,0.104166666666667,0.0842105263157895,0.0736842105263158,0.0842105263157895,0.0833333333333333,0.0729166666666667,0.0833333333333333,0.0306122448979592,0.0306122448979592,0.0306122448979592,0.04,0.04,0.05,0.06,0.09,0.05
PKN1,0.07,0.07,0.1,0.1,0.12,0.13,0.07,0.07,0.1,0,0,0,0.04,0.04,0.04,0.04,0.03,0.04
PTGER1,0.1,0.09,0.1,0.08,0.08,0.1,0.1,0.09,0.1,0.02,0.02,0.02,0.02,0.02,0.01,0.06,0.05,0.04
TECR,0.27,0.24,0.28,0.16,0.17,0.16,0.26,0.24,0.28,0.18,0.18,0.18,0.3,0.31,0.28,0.42,0.31,0.49
ZNF333,0.08,0.07,0.09,0.1,0.11,0.12,0.08,0.07,0.09,0.02,0.02,0.02,0.04,0.04,0.04,0.07,0.05,0.06
