Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.09,0.11,0.03,0.03,0.03,0.03,0.03,0.06,0.01,0,0.05
ADGRE3,0.41,0.4,0.49,0.27,0.27,0.3,0.4,0.4,0.48,0.14,0.14,0.14,0.07,0.07,0.08,0.33,0,0.45
ADGRE5,0.49,0.49,0.56,0.32,0.33,0.34,0.5,0.5,0.54,0.08,0.08,0.08,0.05,0.05,0.07,0.36,0,0.47
CLEC17A,0.09,0.1,0.13,0.11,0.11,0.1,0.09,0.1,0.12,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.03
DDX39A,0.12,0.12,0.17,0.12,0.12,0.15,0.12,0.12,0.17,0.03,0.04,0.04,0.03,0.03,0.04,0.02,0,0.04
DNAJB1,0.06,0.06,0.05,0.05,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.02,0.03,0,0,0.03
GIPC1,0.08,0.07,0.09,0.05,0.03,0.05,0.07,0.06,0.09,0.05,0.05,0.05,0.03,0.03,0.04,0.02,0.03,0.04
NDUFB7,0.0957446808510638,0.0851063829787234,0.104166666666667,0.0752688172043011,0.0645161290322581,0.0833333333333333,0.0531914893617021,0.0531914893617021,0.0833333333333333,0,0,0,0.01,0.01,0.01,0.03,0.01,0.06
PKN1,0.13,0.12,0.16,0.11,0.1,0.13,0.12,0.11,0.15,0.04,0.04,0.04,0.05,0.06,0.06,0.04,0,0.08
PTGER1,0.08,0.08,0.09,0.08,0.08,0.1,0.08,0.08,0.09,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.02,0.05
TECR,0.24,0.26,0.36,0.13,0.14,0.16,0.24,0.26,0.35,0.09,0.09,0.09,0.01,0.01,0.01,0.08,0,0.13
ZNF333,0.05,0.05,0.07,0.06,0.06,0.1,0.05,0.05,0.07,0.04,0.04,0.04,0.05,0.05,0.07,0.02,0,0.04
