Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.08,0.09,0.03,0.03,0.04,0.02,0.01,0.02,0.03,0.03,0.03,0,0,0,0.02,0,0.03
ADGRE3,0.14,0.14,0.16,0.07,0.06,0.06,0.09,0.09,0.09,0.05,0.05,0.05,0,0,0,0.11,0,0.14
ADGRE5,0.17,0.15,0.17,0.09,0.08,0.09,0.06,0.06,0.05,0.05,0.05,0.05,0,0,0,0.17,0,0.22
CLEC17A,0.03,0.02,0.03,0.02,0.03,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0.01
DDX39A,0.09,0.09,0.08,0.03,0.04,0.04,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0,0,0,0.01,0,0.02
DNAJB1,0.11,0.12,0.12,0.06,0.06,0.06,0.0101010101010101,0.0303030303030303,0.0303030303030303,0,0,0,0,0,0,0.03,0,0.04
GIPC1,0.07,0.06,0.07,0.01,0.01,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0.04
NDUFB7,0.037037037037037,0.0375,0.0487804878048781,0,0.0131578947368421,0.0125,0,0,0,0,0,0,0,0,0,0,0,0
PKN1,0.04,0.04,0.04,0.03,0.02,0.02,0.04,0.04,0.04,0.02,0.02,0.02,0,0,0,0.04,0,0.06
PTGER1,0.08,0.07,0.08,0.04,0.03,0.03,0.05,0.05,0.05,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0.03,0,0.03
TECR,0.06,0.06,0.06,0.05,0.04,0.05,0.0202020202020202,0.0202020202020202,0.0202020202020202,0,0,0,0,0,0,0.04,0,0.06
ZNF333,0.05,0.04,0.04,0.01,0.01,0.02,0.04,0.04,0.04,0.01,0.01,0.01,0,0,0,0,0,0
