Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.13,0.13,0.15,0.17,0.17,0.2,0.13,0.13,0.15,0.05,0.05,0.05,0.05,0.05,0.06,0.02,0.02,0.06
ADGRE3,0.46,0.47,0.52,0.27,0.28,0.31,0.46,0.47,0.52,0.49,0.49,0.49,0.74,0.74,0.74,0.8,0.55,0.8
ADGRE5,0.62,0.62,0.65,0.43,0.44,0.48,0.61,0.61,0.65,0.51,0.51,0.51,0.75,0.75,0.75,0.86,0.65,0.87
CLEC17A,0.14,0.13,0.15,0.13,0.12,0.14,0.14,0.13,0.14,0.06,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.04
DDX39A,0.08,0.08,0.12,0.08,0.07,0.08,0.08,0.08,0.11,0.04,0.04,0.04,0.01,0.01,0.03,0.05,0.05,0.05
DNAJB1,0.1,0.1,0.11,0.05,0.04,0.06,0.09,0.09,0.11,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.02,0.07
GIPC1,0.12,0.12,0.14,0.1,0.1,0.1,0.12,0.12,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
NDUFB7,0.104166666666667,0.09375,0.123711340206186,0.0760869565217391,0.0760869565217391,0.0752688172043011,0.0729166666666667,0.0625,0.0927835051546392,0.0204081632653061,0.0204081632653061,0.0204081632653061,0.01,0.01,0,0.02,0,0.05
PKN1,0.1,0.09,0.12,0.19,0.2,0.2,0.1,0.09,0.11,0.03,0.03,0.03,0.02,0.02,0.03,0.05,0.03,0.06
PTGER1,0.18,0.18,0.19,0.15,0.14,0.14,0.18,0.18,0.18,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.03
TECR,0.42,0.42,0.42,0.24,0.24,0.24,0.4,0.4,0.41,0.23,0.23,0.23,0.61,0.61,0.59,0.64,0.48,0.54
ZNF333,0.16,0.13,0.16,0.18,0.15,0.15,0.16,0.13,0.16,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.03,0.05
