Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.09,0.05,0.05,0.05,0,0,0,0.03,0.01,0.03
ADGRE3,0.22,0.23,0.23,0.13,0.13,0.12,0.21,0.22,0.23,0.16,0.16,0.16,0.05,0.05,0.03,0.29,0.07,0.32
ADGRE5,0.29,0.3,0.31,0.18,0.22,0.2,0.25,0.27,0.3,0.14,0.14,0.14,0.07,0.09,0.03,0.29,0.06,0.38
CLEC17A,0.08,0.08,0.09,0.04,0.03,0.03,0.06,0.06,0.07,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.01,0.02
DDX39A,0.07,0.07,0.06,0.03,0.04,0.04,0.06,0.06,0.05,0.06,0.06,0.06,0.03,0.03,0.03,0.06,0.03,0.04
DNAJB1,0.12,0.12,0.1,0.05,0.03,0.04,0.1,0.1,0.1,0.07,0.07,0.07,0,0,0,0.02,0.03,0.03
GIPC1,0.1,0.12,0.09,0.05,0.05,0.05,0.09,0.1,0.09,0.03,0.03,0.03,0,0,0,0.02,0.01,0.02
NDUFB7,0.0697674418604651,0.0581395348837209,0.0581395348837209,0.0365853658536585,0.0240963855421687,0.0238095238095238,0.0348837209302326,0.0232558139534884,0.0348837209302326,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.01,0.01,0.01,0.01,0,0.02
PKN1,0.07,0.08,0.08,0.08,0.06,0.07,0.07,0.08,0.08,0.05,0.05,0.05,0,0,0,0.02,0.01,0.03
PTGER1,0.09,0.09,0.1,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.03,0.03,0.01,0.04,0.02,0.07
TECR,0.22,0.22,0.25,0.08,0.08,0.13,0.2,0.2,0.23,0.05,0.05,0.05,0.03,0.03,0.03,0.14,0.11,0.12
ZNF333,0.08,0.07,0.1,0.08,0.08,0.08,0.08,0.07,0.09,0.03,0.03,0.03,0,0,0,0.03,0.02,0.04
