Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.12,0.11,0.14,0.09,0.09,0.11,0.11,0.1,0.13,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.02,0.07
ADGRE3,0.38,0.37,0.43,0.26,0.25,0.28,0.38,0.37,0.4,0.21,0.21,0.21,0.2,0.2,0.1,0.52,0.1,0.56
ADGRE5,0.48,0.47,0.55,0.25,0.25,0.32,0.48,0.47,0.52,0.25,0.25,0.25,0.27,0.27,0.13,0.5,0.07,0.64
CLEC17A,0.08,0.09,0.09,0.09,0.08,0.1,0.07,0.08,0.09,0.03,0.03,0.03,0.02,0.02,0.03,0.06,0.05,0.04
DDX39A,0.09,0.08,0.12,0.08,0.08,0.12,0.08,0.07,0.11,0.06,0.06,0.06,0.01,0.01,0.01,0.09,0.07,0.06
DNAJB1,0.08,0.08,0.08,0.05,0.04,0.06,0.07,0.07,0.08,0.02,0.02,0.02,0.05,0.04,0.04,0.02,0.01,0.03
GIPC1,0.03,0.03,0.05,0.03,0.03,0.04,0.03,0.03,0.05,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.03
NDUFB7,0.1,0.1,0.0957446808510638,0.0786516853932584,0.0674157303370786,0.074468085106383,0.0444444444444444,0.0444444444444444,0.0531914893617021,0,0,0,0.01,0.01,0.02,0.03,0.02,0.07
PKN1,0.11,0.11,0.13,0.11,0.09,0.14,0.11,0.11,0.13,0.05,0.05,0.05,0.03,0.03,0.04,0.03,0.02,0.05
PTGER1,0.11,0.1,0.11,0.06,0.06,0.08,0.1,0.09,0.11,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.02,0.06
TECR,0.25,0.24,0.3,0.1,0.1,0.13,0.22,0.21,0.28,0.08,0.08,0.08,0.12,0.12,0.05,0.22,0.12,0.24
ZNF333,0.09,0.08,0.1,0.11,0.1,0.14,0.09,0.08,0.1,0.01,0.01,0.01,0.04,0.04,0.07,0.04,0.02,0.05
