Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.04,0.05,0.05,0.04,0.03,0.03,0.04,0.05,0.05,0.01,0.01,0.01,0.03,0.03,0.04,0.02,0.01,0.06
ADGRE3,0.3,0.32,0.34,0.13,0.13,0.13,0.29,0.31,0.31,0.23,0.23,0.23,0.08,0.09,0.04,0.43,0.14,0.44
ADGRE5,0.37,0.35,0.38,0.16,0.16,0.16,0.32,0.33,0.35,0.27,0.27,0.27,0.12,0.12,0.06,0.53,0.16,0.59
CLEC17A,0.06,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.02,0.02,0.02,0.05,0.05,0.05,0.01,0.02,0.01
DDX39A,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.02,0.05
DNAJB1,0.08,0.08,0.07,0.05,0.05,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05
GIPC1,0.04,0.04,0.06,0.01,0.01,0.02,0.04,0.04,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.02
NDUFB7,0.0879120879120879,0.0879120879120879,0.10989010989011,0.032967032967033,0.032967032967033,0.032967032967033,0.0659340659340659,0.0659340659340659,0.0879120879120879,0.0210526315789474,0.0210526315789474,0.0208333333333333,0.01,0.01,0.01,0.04,0,0.07
PKN1,0.05,0.05,0.05,0.06,0.06,0.09,0.06,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02
PTGER1,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.05,0.05,0.05,0.01,0.02,0.02,0,0,0.04
TECR,0.19,0.18,0.19,0.08,0.08,0.08,0.16,0.16,0.15,0.13,0.13,0.13,0.05,0.06,0.06,0.17,0.1,0.28
ZNF333,0.06,0.05,0.04,0.05,0.04,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0,0.01,0.02,0.03,0.02,0.04
