Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.07,0.05,0.07,0.04,0.05,0.06,0.06,0.05,0.06,0,0,0,0.02,0.02,0.02,0.01,0,0.04
ADGRE3,0.41,0.38,0.4,0.14,0.15,0.16,0.38,0.34,0.38,0.19,0.19,0.19,0.07,0.08,0.08,0.45,0.2,0.59
ADGRE5,0.45,0.45,0.46,0.24,0.23,0.23,0.45,0.45,0.46,0.37,0.37,0.37,0.05,0.05,0.06,0.61,0.18,0.63
CLEC17A,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0,0.01,0.06
DDX39A,0.07,0.07,0.08,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.01,0.05
DNAJB1,0.07,0.07,0.07,0.05,0.04,0.04,0.05,0.05,0.06,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.03,0.05
GIPC1,0.09,0.09,0.09,0.05,0.04,0.05,0.08,0.08,0.08,0.06,0.06,0.06,0.02,0.02,0.02,0.04,0.03,0.05
NDUFB7,0.148936170212766,0.148936170212766,0.148936170212766,0.10752688172043,0.10752688172043,0.0860215053763441,0.0967741935483871,0.0860215053763441,0.0860215053763441,0.0210526315789474,0.0210526315789474,0.0210526315789474,0,0,0,0.03,0.01,0.04
PKN1,0.04,0.04,0.06,0.05,0.05,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.05,0,0.07
PTGER1,0.06,0.06,0.06,0.08,0.07,0.07,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.02,0.02,0
TECR,0.21,0.21,0.2,0.12,0.11,0.11,0.18,0.17,0.18,0.13,0.13,0.13,0.03,0.03,0.02,0.3,0.17,0.27
ZNF333,0.05,0.04,0.06,0.08,0.09,0.07,0.04,0.04,0.06,0.03,0.03,0.03,0.05,0.05,0.05,0.04,0,0.05
