Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.08,0.07,0.07,0.02,0.02,0.03,0.06,0.05,0.04,0.02,0.02,0.02,0,0,0,0.02,0.01,0.03
ADGRE3,0.21,0.18,0.21,0.08,0.07,0.07,0.17,0.15,0.15,0.03,0.03,0.03,0,0,0,0.19,0.03,0.29
ADGRE5,0.3,0.28,0.29,0.14,0.16,0.17,0.27,0.28,0.26,0.13,0.13,0.13,0,0,0,0.2,0.04,0.33
CLEC17A,0.08,0.07,0.07,0.06,0.05,0.05,0.03,0.02,0.03,0.01,0.01,0.01,0,0,0,0.03,0,0.04
DDX39A,0.06,0.06,0.06,0.05,0.04,0.06,0.04,0.04,0.04,0.02,0.01,0.01,0,0,0,0.05,0,0.07
DNAJB1,0.1,0.08,0.08,0.06,0.05,0.05,0.04,0.03,0.03,0.01,0.01,0.01,0,0,0,0.03,0.01,0.03
GIPC1,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.05,0.01,0.01,0.01,0,0,0,0.02,0,0.04
NDUFB7,0.0833333333333333,0.0823529411764706,0.0919540229885057,0.0126582278481013,0.0126582278481013,0.0240963855421687,0.0121951219512195,0.0120481927710843,0.0117647058823529,0,0,0,0,0,0,0,0,0
PKN1,0.05,0.05,0.07,0.04,0.02,0.03,0.06,0.05,0.06,0.03,0.03,0.03,0,0,0,0.01,0,0.02
PTGER1,0.1,0.1,0.11,0.07,0.07,0.07,0.09,0.09,0.09,0.04,0.04,0.04,0,0,0,0.07,0,0.08
TECR,0.11,0.11,0.13,0.07,0.06,0.06,0.05,0.05,0.06,0.0505050505050505,0.0505050505050505,0.0505050505050505,0,0,0,0.14,0.02,0.18
ZNF333,0.02,0.02,0.02,0,0,0,0.01,0.01,0.02,0.01,0.01,0.01,0,0,0,0.03,0.04,0.03
