Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.05,0.05,0.05,0.04,0.04,0.08,0.04,0.04,0.05,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01
ADGRE3,0.36,0.34,0.43,0.21,0.2,0.25,0.34,0.32,0.39,0.26,0.26,0.26,0.11,0.11,0.05,0.43,0.18,0.48
ADGRE5,0.41,0.41,0.46,0.19,0.19,0.2,0.4,0.4,0.43,0.2,0.19,0.19,0.09,0.09,0.03,0.47,0.15,0.56
CLEC17A,0.07,0.08,0.09,0.03,0.03,0.05,0.04,0.05,0.06,0.03,0.03,0.03,0,0,0,0.04,0.04,0.07
DDX39A,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.08,0.08,0.08,0.01,0.01,0.01,0.04,0.03,0.07
DNAJB1,0.09,0.09,0.12,0.06,0.06,0.06,0.07,0.07,0.1,0.05,0.05,0.05,0.02,0.02,0.02,0.03,0,0.04
GIPC1,0.12,0.12,0.14,0.09,0.09,0.12,0.1,0.1,0.13,0.03,0.04,0.04,0.02,0.02,0.02,0.05,0.02,0.04
NDUFB7,0.141176470588235,0.142857142857143,0.136363636363636,0.072289156626506,0.0731707317073171,0.0795454545454545,0.0941176470588235,0.0952380952380952,0.0909090909090909,0.0112359550561798,0.0113636363636364,0.010989010989011,0.01,0.01,0.02,0.06,0.01,0.11
PKN1,0.13,0.13,0.14,0.04,0.04,0.04,0.11,0.11,0.12,0.08,0.08,0.08,0.03,0.03,0.02,0.04,0.02,0.05
PTGER1,0.09,0.09,0.1,0.07,0.07,0.07,0.09,0.09,0.1,0.03,0.03,0.03,0.01,0.01,0.02,0.04,0.03,0.05
TECR,0.292929292929293,0.272727272727273,0.29,0.0909090909090909,0.111111111111111,0.12,0.191919191919192,0.181818181818182,0.23,0.17,0.17,0.17,0.04,0.04,0.02,0.29,0.14,0.32
ZNF333,0.1,0.09,0.1,0.11,0.11,0.12,0.1,0.09,0.09,0.06,0.06,0.06,0.03,0.03,0.02,0.02,0.01,0.08
