Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.07,0.04,0.04,0.04,0.02,0.03,0.06,0.03,0.04,0.02,0.02,0.02,0,0,0,0.02,0.1,0.06,0,0.13,0.06,0.03,0.09,0.09
ADGRE3,0.08,0.06,0.07,0.04,0.06,0.05,0.06,0.06,0.06,0.01,0.01,0.01,0,0,0,0.01,0.14,0.12,0,0.19,0.15,0.03,0.09,0.09
ADGRE5,0.14,0.04,0.03,0.09,0.04,0.05,0.14,0.04,0.03,0.01,0.01,0.01,0,0,0,0.01,0.17,0.14,0,0.19,0.17,0.05,0.11,0.1
CLEC17A,0.102040816326531,0.0606060606060606,0.0505050505050505,0.0612244897959184,0.0404040404040404,0.0505050505050505,0.0612244897959184,0.0404040404040404,0.0404040404040404,0.0102040816326531,0.0101010101010101,0.0101010101010101,0,0,0,0,0.11,0.09,0,0.19,0.14,0.03,0.09,0.07
DDX39A,0.11,0.12,0.1,0.06,0.04,0.04,0.08,0.08,0.09,0.01,0.01,0.01,0,0,0,0.02,0.09,0.07,0.02,0.12,0.13,0.03,0.07,0.06
DNAJB1,0.122448979591837,0.0612244897959184,0.08,0.0816326530612245,0.0408163265306122,0.05,0.102040816326531,0.0510204081632653,0.05,0.0306122448979592,0.0202020202020202,0.02,0,0,0,0.01,0.18,0.15,0.01,0.22,0.15,0.02,0.08,0.08
GIPC1,0.08,0.0909090909090909,0.0909090909090909,0.09,0.0303030303030303,0.0303030303030303,0.06,0.0303030303030303,0.0404040404040404,0,0,0,0,0,0,0.02,0.17,0.14,0,0.17,0.15,0.04,0.09,0.1
NDUFB7,0.155844155844156,0.126760563380282,0.133333333333333,0.0454545454545455,0.0526315789473684,0.0625,0.0649350649350649,0.0563380281690141,0.0533333333333333,0.0128205128205128,0,0,0,0,0,0,0.11,0.07,0,0.13,0.12,0.04,0.06,0.06
PKN1,0.09,0.03,0.08,0.04,0.03,0.03,0.08,0.02,0.05,0.02,0.02,0.02,0,0,0,0,0.11,0.09,0,0.16,0.12,0.02,0.06,0.04
PTGER1,0.0808080808080808,0.0707070707070707,0.0505050505050505,0.0707070707070707,0.0101010101010101,0.0101010101010101,0.0808080808080808,0.0404040404040404,0.0505050505050505,0,0,0,0,0,0,0.04,0.13,0.11,0.03,0.18,0.14,0.06,0.05,0.07
TECR,0.157894736842105,0.0927835051546392,0.111111111111111,0.147368421052632,0.103092783505155,0.111111111111111,0.0842105263157895,0.0309278350515464,0.0404040404040404,0.0210526315789474,0.0102040816326531,0.01,0,0,0,0,0.18,0.15,0,0.25,0.19,0.02,0.08,0.07
ZNF333,0.06,0.03,0.03,0.04,0.03,0.02,0.06,0.02,0.03,0.02,0.02,0.02,0,0,0,0.02,0.11,0.11,0,0.14,0.11,0.05,0.1,0.08
