Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0,0.02,0.03,0.03,0.03,0,0,0.02,0,0.05,0.03,0.01,0.05,0.02,0.03,0.02,0.02
ADGRE3,0.09,0.0808080808080808,0.14,0.07,0.0303030303030303,0.07,0.08,0.0606060606060606,0.13,0.02,0.0204081632653061,0.02,0,0,0,0.02,0.06,0.04,0.01,0.04,0.04,0.05,0.06,0.05
ADGRE5,0.09,0.03,0.06,0.05,0.02,0.03,0.06,0.03,0.05,0.02,0.02,0.02,0,0,0,0,0.06,0.04,0.01,0.05,0.03,0.02,0.06,0.04
CLEC17A,0.119047619047619,0.0609756097560976,0.0816326530612245,0.0972222222222222,0.03125,0.0618556701030928,0.0357142857142857,0.0121951219512195,0.0612244897959184,0.0106382978723404,0,0,0,0,0,0.01,0.07,0.04,0,0.05,0.02,0.01,0.06,0.05
DDX39A,0.0444444444444444,0.0581395348837209,0.09,0.0681818181818182,0.0481927710843374,0.06,0.0111111111111111,0.0116279069767442,0.04,0.0421052631578947,0.0416666666666667,0.04,0,0,0,0.04,0.03,0.08,0.03,0.02,0.06,0.06,0.09,0.06
DNAJB1,0.0689655172413793,0.0125,0.0531914893617021,0.027027027027027,0.015625,0.021978021978022,0.0344827586206897,0,0.0319148936170213,0.0116279069767442,0.0117647058823529,0.0105263157894737,0,0,0,0.03,0.07,0.03,0.02,0.08,0.02,0.03,0.07,0.03
GIPC1,0.119565217391304,0.0853658536585366,0.0606060606060606,0.025974025974026,0.032258064516129,0.0416666666666667,0.0543478260869565,0,0.0505050505050505,0,0,0,0,0,0,0.02,0.05,0.02,0,0.06,0.02,0.04,0.1,0.03
NDUFB7,0.111111111111111,0,0.0196078431372549,0,0,0.0555555555555556,0,0,0,0.0303030303030303,0.0357142857142857,0.0185185185185185,0,0,0,0.01,0.04,0.03,0.01,0.05,0,0.03,0.05,0.02
PKN1,0.07,0.04,0.04,0.01,0.01,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0,0,0,0.03,0.06,0.03,0,0.05,0.04,0.04,0.05,0.04
PTGER1,0.0978260869565217,0.0574712643678161,0.102040816326531,0.0365853658536585,0.0263157894736842,0.0510204081632653,0.0652173913043478,0.0340909090909091,0.0816326530612245,0.0105263157894737,0.0105263157894737,0.0102040816326531,0,0,0,0.02,0.04,0.04,0.01,0.06,0.01,0.03,0.05,0.07
TECR,0.0684931506849315,0.0447761194029851,0.0444444444444444,0.0350877192982456,0.0444444444444444,0.0229885057471264,0,0,0.0222222222222222,0.0131578947368421,0.0142857142857143,0.0108695652173913,0,0,0,0.02,0.02,0.05,0.01,0.03,0.04,0.03,0.05,0.04
ZNF333,0.0707070707070707,0.0206185567010309,0.05,0.0505050505050505,0.0103092783505155,0.03,0.0606060606060606,0.0206185567010309,0.03,0.02,0.0202020202020202,0.02,0,0,0,0.02,0.03,0.04,0.01,0.02,0.04,0.02,0.07,0.04
