Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.03,0.02,0.15,0.03,0.02,0.11,0.03,0.02,0.15,0,0.01,0.01,0,0,0,0.03,0.08,0.05,0,0,0.02,0.04,0.12,0.07
ADGRE3,0.06,0.0707070707070707,0.222222222222222,0.05,0.0505050505050505,0.202020202020202,0.05,0.0303030303030303,0.181818181818182,0.02,0.01,0.01,0,0,0,0.03,0.1,0.06,0.02,0.01,0.03,0.06,0.13,0.08
ADGRE5,0.04,0.03,0.14,0.02,0.02,0.09,0.03,0.02,0.14,0.02,0.01,0.01,0,0,0.01,0.03,0.05,0.05,0,0,0.04,0.04,0.09,0.05
CLEC17A,0.0412371134020619,0.0526315789473684,0.183673469387755,0.0421052631578947,0.0543478260869565,0.13265306122449,0.0206185567010309,0.0210526315789474,0.102040816326531,0.0202020202020202,0.0206185567010309,0.0204081632653061,0,0,0,0.04,0.02,0.03,0.02,0.01,0.01,0.06,0.05,0.03
DDX39A,0.0736842105263158,0.0957446808510638,0.242424242424242,0.032967032967033,0.0444444444444444,0.144329896907216,0.0421052631578947,0.0319148936170213,0.141414141414141,0.0408163265306122,0.0309278350515464,0.0306122448979592,0,0,0,0.05,0.05,0.06,0.03,0.02,0.05,0.11,0.07,0.05
DNAJB1,0.0238095238095238,0.0123456790123457,0.153846153846154,0,0,0.0666666666666667,0.0119047619047619,0,0.10989010989011,0.0106382978723404,0.0108695652173913,0.0103092783505155,0,0,0,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.06,0.03
GIPC1,0.0574712643678161,0.0595238095238095,0.153061224489796,0.0506329113924051,0.0540540540540541,0.0869565217391304,0,0,0.0612244897959184,0,0,0,0,0,0,0.02,0.05,0.03,0.01,0.01,0.03,0.02,0.04,0.05
NDUFB7,0.09375,0.0769230769230769,0.209302325581395,0,0,0.15625,0,0,0.0232558139534884,0,0,0,0,0,0,0.01,0,0.01,0.03,0.01,0,0.01,0.01,0.01
PKN1,0.02,0.02,0.17,0.01,0.02,0.07,0.02,0,0.16,0.02,0.03,0.03,0,0,0,0.01,0.15,0.04,0,0,0.02,0.04,0.22,0.08
PTGER1,0.0860215053763441,0.0652173913043478,0.183673469387755,0.0337078651685393,0.0235294117647059,0.123711340206186,0.021505376344086,0.0108695652173913,0.122448979591837,0.0103092783505155,0,0,0,0,0,0.02,0.04,0.04,0.01,0.02,0.01,0.04,0.09,0.07
TECR,0.0804597701149425,0.0465116279069767,0.202127659574468,0.0357142857142857,0.0126582278481013,0.153846153846154,0.0114942528735632,0,0.0957446808510638,0,0,0,0,0,0,0.02,0.01,0.06,0.01,0,0.02,0.02,0.08,0.07
ZNF333,0.06,0.0707070707070707,0.212121212121212,0.03,0.0404040404040404,0.161616161616162,0.05,0.0303030303030303,0.171717171717172,0.02,0.01,0.01,0,0,0,0.02,0.06,0.05,0.01,0.01,0.02,0.05,0.09,0.03
